"","X","GeneID","TrxID","Npeptides","Ndetect.apy","Ndetect.eup","ID","Nobs.apy","Nobs.eup","mar","specific.eup","specific.apy","imputed","num_NAs","Means.Apy","Means.Eupy","Means.All","Apyrene_vs_Eupyrene_CI.L","Apyrene_vs_Eupyrene_CI.R","Apyrene_vs_Eupyrene_diff","Apyrene_vs_Eupyrene_p.adj","Apyrene_vs_Eupyrene_p.val","significant","Apyrene_vs_Eupyrene_significant","Apyrene_vs_Eupyrene_p.bh","significant_bh","master.de","TranscriptID","GeneName","type","score","PPV","id","desc","subject_seq.id","percent_identicalMatches","alignment_length","number_mismatches","number_gapOpenings","start_query.alignment","end_query.alignment","start_subject.alignment","end_subject.alignment","expect_value","bit_value","organism_commonName","organism_scientificName","organism_group","function."
"269",269,"PIERAPG00000002441","PIERAPT00000005792",9,6,6,"PIERAPG00000002441",5,6,TRUE,FALSE,FALSE,FALSE,0,19.5951574952744,19.1217868065598,19.1217868065598,-0.106917484680421,1.84261000996751,0.867846262643543,0.741412680160247,0.0773410785667081,FALSE,FALSE,0.259678530460341,FALSE,"unbiased","PIERAPT00000005792","L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",273,"PIERAPG00000002471","PIERAPT00000005856",2,3,3,"PIERAPG00000002471",4,4,TRUE,FALSE,FALSE,TRUE,3,15.240043299971,14.9212140580212,14.9212140580212,-0.126392396720879,1.29543295053704,0.584520276908082,0.767907603522366,0.100431819668267,FALSE,FALSE,0.305151159577074,FALSE,"unbiased","PIERAPT00000005856","FAAH2","DE",1.59581224969,0.735716250317,0.884615384615,"Fatty-acid amide hydrolase","Q6GMR7.1",44.16,351,186,5,1,343,181,529,4.72e-95,295,"human","Homo sapiens","primates","RecName: Full=Fatty-acid amide hydrolase 2; AltName: Full=Amidase domain-containing protein; AltName: Full=Anandamide amidohydrolase 2; AltName: Full=Oleamide hydrolase 2"
"281",281,"PIERAPG00000002592","PIERAPT00000006130",3,6,6,"PIERAPG00000002592",5,6,TRUE,FALSE,FALSE,FALSE,0,19.9317572500234,19.8658495022007,19.8658495022007,-0.826633259087848,1.06829500110434,0.120830871008245,0.909767812253606,0.790172012528703,FALSE,FALSE,0.908834522368653,FALSE,"unbiased","PIERAPT00000006130","CTR_2",NA,NA,NA,NA,NA,"O97398.1",32.812,64,38,2,35,97,45,104,4.03e-05,43.5,"mustard beetle","Phaedon cochleariae","beetles","RecName: Full=Chymotrypsin; Flags: Precursor"
"283",283,"PIERAPG00000002611","PIERAPT00000006178",4,5,6,"PIERAPG00000002611",5,6,TRUE,FALSE,FALSE,FALSE,0,16.8555653642176,16.7783816128355,16.7783816128355,-0.531711019099518,0.814718107500412,0.141503544200447,0.901094507215372,0.661609091756522,FALSE,FALSE,0.839571786574213,FALSE,"unbiased","PIERAPT00000006178","Prosalpha4","DE",2.6480109646,0.9501370389,0.787878787879,"proteasome subunit alpha type-7-1","P22769.2",81.667,120,22,0,1,120,73,192,2.12e-69,212,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Proteasome subunit alpha type-7-1; AltName: Full=PROS-Dm28.1; AltName: Full=Proteasome 28 kDa subunit 1"
"299",299,"PIERAPG00000002744","PIERAPT00000006529",3,3,6,"PIERAPG00000002744",4,6,TRUE,FALSE,FALSE,TRUE,1,15.0551036293204,17.2113363438347,17.2113363438347,-4.73810591319109,-3.16808070669485,-3.95309330994297,4.02651255340984e-09,1.23486321911208e-08,TRUE,TRUE,9.60663401712471e-07,TRUE,"eupyrene","PIERAPT00000006529","rplR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",308,"PIERAPG00000002801","PIERAPT00000006652",5,5,6,"PIERAPG00000002801",5,6,TRUE,FALSE,FALSE,FALSE,0,18.0228091264606,17.3841430982342,17.3841430982342,0.237583229113409,2.10419220771678,1.17088771841509,0.544066026710043,0.0171724728404123,FALSE,FALSE,0.0990994786832127,FALSE,"unbiased","PIERAPT00000006652","Gdh","DE",2.78206222683,0.960049927217,0.651162790698,"glutamate dehydrogenase, mitochondrial-like","P54385.2",86.5,200,14,1,1,187,363,562,1.47e-119,352,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Glutamate dehydrogenase, mitochondrial; Short=GDH; Flags: Precursor"
"312",312,"PIERAPG00000002835","PIERAPT00000006735",1,5,5,"PIERAPG00000002835",5,6,TRUE,FALSE,FALSE,FALSE,0,14.4161392718191,14.2233080297805,14.2233080297805,-0.440929612531622,1.14797750000669,0.353523943737535,0.867286841776283,0.359219016039456,FALSE,FALSE,0.627123954472244,FALSE,"unbiased","PIERAPT00000006735","svr","DE",0.915889835235,0.468259109066,0.833333333333,"Carboxypeptidase D","P42787.2",49.343,685,310,10,27,680,30,708,0,668,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Carboxypeptidase D; AltName: Full=Metallocarboxypeptidase D; AltName: Full=Protein silver; Flags: Precursor"
"314",314,"PIERAPG00000002852","PIERAPT00000006779",10,6,6,"PIERAPG00000002852",5,6,TRUE,FALSE,FALSE,FALSE,0,22.7838953907154,22.863051369815,22.863051369815,-1.50784397159965,1.21760538156794,-0.145119295015853,0.911762938327356,0.824105200952999,FALSE,FALSE,0.924986635038398,FALSE,"unbiased","PIERAPT00000006779","grpE2","DE",1.1183007863,0.558459063267,0.558823529412,"Spaetzle domain-containing protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",315,"PIERAPG00000002853","PIERAPT00000006780",2,6,6,"PIERAPG00000002853",5,6,TRUE,FALSE,FALSE,FALSE,0,19.2135184102367,17.9793709527623,17.9793709527623,1.50357511681669,3.02163222725592,2.26260367203631,0.00217750325908365,1.07036893357036e-05,TRUE,TRUE,0.000243692214738895,TRUE,"apyrene","PIERAPT00000006780","proB_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",321,"PIERAPG00000002951","PIERAPT00000007025",1,5,4,"PIERAPG00000002951",5,5,TRUE,FALSE,FALSE,TRUE,1,13.8814790677074,13.8104348165577,13.8104348165577,-0.562251787926449,0.822747375475252,0.130247793774402,0.903551761576141,0.695132348685887,FALSE,FALSE,0.859741298822261,FALSE,"unbiased","PIERAPT00000007025","KLC_2",NA,NA,NA,NA,NA,"P46825.1",83.721,43,7,0,67,109,470,512,2.25e-16,78.2,"Doryteuthis pealeii","Doryteuthis pealeii","cephalopods","RecName: Full=Kinesin light chain; Short=KLC"
"326",326,"PIERAPG00000002987","PIERAPT00000007089",3,5,4,"PIERAPG00000002987",5,4,TRUE,FALSE,FALSE,TRUE,2,14.1857103992295,14.5133955969879,14.5133955969879,-1.55272975842701,0.351217366646055,-0.600756195890479,0.827048154947635,0.199455221959059,FALSE,FALSE,0.456467067665727,FALSE,"unbiased","PIERAPT00000007089","GST2_3","DE",0.612863030669,0.153520655385,0.53125,"glutathione S-transferase 2-like","P46429.1",59,100,41,0,6,105,104,203,2.12e-35,122,"tobacco hornworm","Manduca sexta","moths","RecName: Full=Glutathione S-transferase 2; AltName: Full=GST class-sigma"
"327",327,"PIERAPG00000002992","PIERAPT00000007102",8,5,5,"PIERAPG00000002992",5,6,TRUE,FALSE,FALSE,FALSE,0,19.4341539987887,18.6917946658902,18.6917946658902,0.371264624216503,2.35071959641118,1.36099211031384,0.461196240996238,0.0101588212640567,FALSE,FALSE,0.0657789244497184,FALSE,"unbiased","PIERAPT00000007102","Abat","DE",1.47258771578,0.69475227197,0.539682539683,"4-aminobutyrate aminotransferase, mitochondrial-like (Fragment)","P50554.3",45.714,140,76,0,1,140,359,498,4.72e-40,142,"Norway rat","Rattus norvegicus","rodents","RecName: Full=4-aminobutyrate aminotransferase, mitochondrial; AltName: Full=(S)-3-amino-2-methylpropionate transaminase; AltName: Full=GABA aminotransferase; Short=GABA-AT; AltName: Full=Gamma-amino-N-butyrate transaminase; Short=GABA transaminase; Short=GABA-T; AltName: Full=L-AIBAT; Contains: RecName: Full=4-aminobutyrate aminotransferase, brain isoform; Contains: RecName: Full=4-aminobutyrate aminotransferase, liver isoform; Flags: Precursor"
"333",333,"PIERAPG00000003044","PIERAPT00000007271",1,6,6,"PIERAPG00000003044",5,6,TRUE,FALSE,FALSE,FALSE,0,16.7632801044508,16.6025265219898,16.6025265219898,-0.880210135799111,1.46963993815626,0.294714901178576,0.896291969027255,0.601915397880782,FALSE,FALSE,0.802875915953338,FALSE,"unbiased","PIERAPT00000007271","UBA52","DE",1.02432963532,0.517698221359,0.514285714286,"D.melanogaster ubiquitin (Fragment)","Q865C5.2",98.246,57,1,0,1,57,1,57,3.48e-34,113,"Arabian camel","Ceratitis capitata;Camelus dromedarius;Oryctolagus cuniculus","even-toed ungulates;flies;rabbits & hares","RecName: Full=Ubiquitin"
"335",335,"PIERAPG00000003055","PIERAPT00000007290",4,5,6,"PIERAPG00000003055",5,6,TRUE,FALSE,FALSE,FALSE,0,19.6578886236517,19.2645531468135,19.2645531468135,-0.451264690300625,1.89349477204087,0.721115040870121,0.831098138159842,0.210483200443554,FALSE,FALSE,0.473373584759386,FALSE,"unbiased","PIERAPT00000007290","mutS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",350,"PIERAPG00000003181","PIERAPT00000007601",6,6,6,"PIERAPG00000003181",5,6,TRUE,FALSE,FALSE,FALSE,0,18.9628963330844,18.9930724173936,18.9930724173936,-0.923328590876878,0.81268294840983,-0.0553228212335242,0.915576905543603,0.894117345367505,FALSE,FALSE,0.960284643584133,FALSE,"unbiased","PIERAPT00000007601","TRF_4","DE",1.15917274462,0.57558443514,0.528301886792,"Transferrin-like domain-containing protein (Fragment)","P22297.1",77.451,204,40,3,7,208,1,200,7.47e-108,327,"tobacco hornworm","Manduca sexta","moths","RecName: Full=Transferrin; Flags: Precursor"
"355",355,"PIERAPG00000003234","PIERAPT00000007694",3,5,6,"PIERAPG00000003234",5,6,TRUE,FALSE,FALSE,FALSE,0,15.8859907563958,17.5429762329011,17.5429762329011,-4.11202082487636,-1.96359258897647,-3.03780670692641,0.00445309901567038,1.95195685035217e-05,TRUE,TRUE,0.000410652188010799,TRUE,"eupyrene","PIERAPT00000007694","G106290",NA,NA,NA,NA,NA,"Q9H1K4.1",65.217,92,28,1,106,197,10,97,4.52e-36,130,"human","Homo sapiens","primates","RecName: Full=Mitochondrial glutamate carrier 2; Short=GC-2; AltName: Full=Glutamate/H(+) symporter 2; AltName: Full=Solute carrier family 25 member 18"
"358",358,"PIERAPG00000003257","PIERAPT00000007750",1,4,1,"PIERAPG00000003257",4,3,TRUE,FALSE,FALSE,TRUE,4,16.4601649167794,15.7550394809725,15.7550394809725,0.37701879245691,2.20844113883508,1.29272996564599,0.435206569865636,0.0086485957103096,FALSE,FALSE,0.0581941946175488,FALSE,"unbiased","PIERAPT00000007750","samm50",NA,NA,NA,NA,NA,"Q6P806.1",41.096,146,84,2,1,145,1,145,1.72e-26,105,"tropical clawed frog","Xenopus tropicalis","frogs & toads","RecName: Full=Sorting and assembly machinery component 50 homolog"
"362",362,"PIERAPG00000003300","PIERAPT00000007860",8,4,5,"PIERAPG00000003300",4,6,TRUE,FALSE,FALSE,TRUE,1,18.5190719663756,18.2806619814051,18.2806619814051,-0.274028861903024,1.14819880679472,0.437084972445849,0.831207477299391,0.210792346355704,FALSE,FALSE,0.473428215734028,FALSE,"unbiased","PIERAPT00000007860","Cg25C","DE",1.6130392788,0.741178272842,0.881578947368,"Collagen IV, non-collagenous,Collagen triple helix repeat,C-type lectin fold","P08120.3",51.21,1777,803,24,101,1849,38,1778,0,1179,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Collagen alpha-1(IV) chain; AltName: Full=Collagen type IV alpha 1; Flags: Precursor"
"363",363,"PIERAPG00000003315","PIERAPT00000007886",4,0,6,"PIERAPG00000003315",0,6,FALSE,TRUE,FALSE,TRUE,5,17.391238690092,17.8279606922279,17.8279606922279,-1.56872674330345,-0.0325872645280449,-0.800657003915745,0.6704382125444,0.0420476436304115,FALSE,FALSE,0.179187650548061,FALSE,"eupyrene","PIERAPT00000007886","ME1_3","DE",0.866117895377,0.444705571102,0.615384615385,"NADP-dependent malic protein (Fragment)","P28227.1",46.853,143,74,2,1,142,415,556,3.65e-34,128,"mallard","Anas platyrhynchos","birds","RecName: Full=NADP-dependent malic enzyme; Short=NADP-ME"
"366",366,"PIERAPG00000003335","PIERAPT00000007942",4,4,4,"PIERAPG00000003335",5,4,TRUE,FALSE,FALSE,TRUE,2,17.5031448727607,17.6510585907516,17.6510585907516,-1.2010928876755,0.658742588375258,-0.271175149650123,0.89107715423319,0.544839857742938,FALSE,FALSE,0.763662484848942,FALSE,"unbiased","PIERAPT00000007942","TtnfhaBrny",NA,NA,NA,NA,NA,"Q06852.2",26.667,195,117,6,92,261,1559,1752,1.04e-06,56.2,"Hungateiclostridium thermocellum ATCC 27405","Hungateiclostridium thermocellum ATCC 27405","firmicutes","RecName: Full=Cell surface glycoprotein 1; AltName: Full=Outer layer protein B; AltName: Full=S-layer protein 1; Flags: Precursor"
"367",367,"PIERAPG00000003335","PIERAPT00000007943",9,6,6,"PIERAPG00000003335",5,6,TRUE,FALSE,FALSE,FALSE,0,19.785231730787,19.7980557095124,19.7980557095124,-1.89271238573803,1.84569113041145,-0.0235106276632919,0.919747469240445,0.979039479625685,FALSE,FALSE,0.996425973752534,FALSE,"unbiased","PIERAPT00000007942","TtnfhaBrny",NA,NA,NA,NA,NA,"Q06852.2",26.667,195,117,6,92,261,1559,1752,1.04e-06,56.2,"Hungateiclostridium thermocellum ATCC 27405","Hungateiclostridium thermocellum ATCC 27405","firmicutes","RecName: Full=Cell surface glycoprotein 1; AltName: Full=Outer layer protein B; AltName: Full=S-layer protein 1; Flags: Precursor"
"378",378,"PIERAPG00000003451","PIERAPT00000008286",1,4,5,"PIERAPG00000003451",5,5,TRUE,FALSE,FALSE,TRUE,1,14.3091157290405,14.4558763917779,14.4558763917779,-1.33312395315628,0.795001523119302,-0.269061215018487,0.896042641540511,0.599012034748112,FALSE,FALSE,0.80093161846449,FALSE,"unbiased","PIERAPT00000008286","CDase",NA,NA,NA,NA,NA,"Q29C43.1",50.476,105,50,1,2,106,599,701,3.55e-25,101,"Drosophila pseudoobscura pseudoobscura","Drosophila pseudoobscura pseudoobscura","flies","RecName: Full=Neutral ceramidase; Short=N-CDase; Short=NCDase; AltName: Full=Acylsphingosine deacylase; AltName: Full=N-acylsphingosine amidohydrolase; Flags: Precursor"
"389",389,"PIERAPG00000003552","PIERAPT00000008496",5,5,6,"PIERAPG00000003552",5,6,TRUE,FALSE,FALSE,FALSE,0,16.4726401438307,16.400340822128,16.400340822128,-0.705998801580459,0.971096314490483,0.132548756455012,0.90672381930833,0.741700825828673,FALSE,FALSE,0.882747012508606,FALSE,"unbiased","PIERAPT00000008496","ATPsyn-b","DE",0.852480971217,0.438157538037,0.916666666667,"Mitochondrial ATP synthase subunit b","Q94516.2",47.917,192,100,0,1,192,46,237,2.05e-64,201,"fruit fly","Drosophila melanogaster","flies","RecName: Full=ATP synthase subunit b, mitochondrial; Short=ATPase subunit b; AltName: Full=FO-ATP synthase subunit b; Flags: Precursor"
"392",392,"PIERAPG00000003575","PIERAPT00000008568",2,5,6,"PIERAPG00000003575",5,6,TRUE,FALSE,FALSE,FALSE,0,18.5214239996592,17.7902540963719,17.7902540963719,-0.262561921037171,2.94351823309053,1.34047815602668,0.762714019682273,0.0952429398911207,FALSE,FALSE,0.295324190483288,FALSE,"unbiased","PIERAPT00000008568","DHX57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",393,"PIERAPG00000003579","PIERAPT00000008572",6,5,6,"PIERAPG00000003579",5,6,TRUE,FALSE,FALSE,FALSE,0,17.3552335438604,16.6863055897594,16.6863055897594,0.394466276353322,2.05826955535013,1.22636791585173,0.390655691515066,0.00656377201117681,FALSE,FALSE,0.0460294897998981,TRUE,"apyrene","PIERAPT00000008572","Hsp68_2","DE",0.592037345134,0.105725707083,0.285714285714,"Heat shock protein 70 B2 (Fragment)","O97125.1",52.756,635,122,9,1,457,1,635,0,608,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Heat shock protein 68"
"394",394,"PIERAPG00000003584","PIERAPT00000008588",4,5,5,"PIERAPG00000003584",5,5,TRUE,FALSE,FALSE,TRUE,1,16.4482665884256,16.1526236387078,16.1526236387078,-0.260672430022804,1.34469657898821,0.542012074482702,0.815184599609904,0.171359442983943,FALSE,FALSE,0.41912980018853,FALSE,"unbiased","PIERAPT00000008588","CALM","DE",2.82863489856,0.962573197296,0.258064516129,"calmodulin-beta-like isoform X2","P04352.2",26.316,171,112,2,13,183,5,161,5.45e-11,62.4,"Chlamydomonas reinhardtii","Chlamydomonas reinhardtii","green algae","RecName: Full=Calmodulin; Short=CaM"
"399",399,"PIERAPG00000003652","PIERAPT00000008732",10,6,6,"PIERAPG00000003652",5,6,TRUE,FALSE,FALSE,FALSE,0,22.723814170194,22.5409471385445,22.5409471385445,-0.452790763095326,1.12330321247715,0.335256224690912,0.870732345448411,0.38018281235271,FALSE,FALSE,0.643638970791662,FALSE,"unbiased","PIERAPT00000008732","Kaz-m1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",417,"PIERAPG00000003856","PIERAPT00000009264",4,6,6,"PIERAPG00000003856",5,6,TRUE,FALSE,FALSE,FALSE,0,17.890641607838,18.1457090285621,18.1457090285621,-1.54416828221201,0.608921072890484,-0.467623604660762,0.869172776530985,0.370493819812222,FALSE,FALSE,0.63611645509082,FALSE,"unbiased","PIERAPT00000009264","TPM2","DE",1.38972197801,0.665335746814,0.875,"Tropomyosin invertebrate","Q1HPQ0.1",93.617,282,18,0,1,282,1,282,7.73e-174,488,"domestic silkworm","Bombyx mori","moths","RecName: Full=Tropomyosin-2"
"423",423,"PIERAPG00000003916","PIERAPT00000009392",9,6,5,"PIERAPG00000003916",5,5,TRUE,FALSE,FALSE,TRUE,1,18.8029645982594,18.4771281719377,18.4771281719377,-0.638955115786256,1.83368867896573,0.597366781589738,0.860169487987815,0.320630070251667,FALSE,FALSE,0.593415564318786,FALSE,"unbiased","PIERAPT00000009392","cpcT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",434,"PIERAPG00000004009","PIERAPT00000009586",11,5,6,"PIERAPG00000004009",5,6,TRUE,FALSE,FALSE,FALSE,0,20.0689917808881,19.6779750875639,19.6779750875639,-0.115550086338951,1.54927796186081,0.71686393776093,0.753126291387208,0.0865680093043946,FALSE,FALSE,0.278290196255133,FALSE,"unbiased","PIERAPT00000009586","CFAP52WDR16","DE",2.77350668746,0.959534772676,0.78,"Cilia-and flagella-associated protein 52 isoform c","Q8N1V2.3",55.981,209,92,0,1,209,409,617,2.3e-75,246,"human","Homo sapiens","primates","RecName: Full=Cilia- and flagella-associated protein 52; AltName: Full=WD repeat-containing protein 16; AltName: Full=WD40-repeat protein up-regulated in HCC"
"440",440,"PIERAPG00000004111","PIERAPT00000009850",11,5,6,"PIERAPG00000004111",5,6,TRUE,FALSE,FALSE,FALSE,0,19.0797481784257,18.9831720673019,18.9831720673019,-0.491685450408141,0.845797857862159,0.177056203727009,0.894557663569787,0.582095117577879,FALSE,FALSE,0.790371982888746,FALSE,"unbiased","PIERAPT00000009850","DYHC_3",NA,NA,NA,NA,NA,"P39057.1",78.311,521,107,3,1,517,1577,2095,0,854,"Heliocidaris crassispina","Heliocidaris crassispina","sea urchins","RecName: Full=Dynein beta chain, ciliary"
"455",455,"PIERAPG00000004237","PIERAPT00000010183",4,5,5,"PIERAPG00000004237",5,6,TRUE,FALSE,FALSE,FALSE,0,16.0947496161335,16.1966481156538,16.1966481156538,-0.887030573212504,0.513402741638194,-0.186813915787155,0.894300317471244,0.579227511533247,FALSE,FALSE,0.789726106782819,FALSE,"unbiased","PIERAPT00000010183","NARS_2","DE",1.40644784276,0.671394343641,0.509803921569,"Asparaginyl-tRNA synthetase-like protein (Fragment)","Q2KJG3.3",73.272,217,58,0,5,221,343,559,1.21e-117,348,"cattle","Bos taurus","even-toed ungulates","RecName: Full=Asparagine--tRNA ligase, cytoplasmic; AltName: Full=Asparaginyl-tRNA synthetase; Short=AsnRS"
"461",461,"PIERAPG00000004319","PIERAPT00000010381",5,5,4,"PIERAPG00000004319",5,6,TRUE,FALSE,FALSE,FALSE,0,18.6249215628781,17.4408638982824,17.4408638982824,1.58676207239363,2.7547826977908,2.17077238509222,4.01269748508285e-05,7.26099415778645e-07,TRUE,TRUE,2.36622986083158e-05,TRUE,"apyrene","PIERAPT00000010381","l(1)G0156","DE",1.68304503708,0.762705993605,0.847457627119,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial","Q9VWH4.1",74.843,159,40,0,34,192,219,377,2.46e-82,251,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; AltName: Full=Isocitric dehydrogenase subunit alpha; AltName: Full=NAD(+)-specific ICDH subunit alpha; Flags: Precursor"
"462",462,"PIERAPG00000004319","PIERAPT00000010383",3,5,5,"PIERAPG00000004319",5,5,TRUE,FALSE,FALSE,TRUE,1,14.714902049828,14.4561567926273,14.4561567926273,-0.433006702664787,1.38173931240066,0.474366304867935,0.852206128266911,0.283845389802738,FALSE,FALSE,0.562020243206598,FALSE,"unbiased","PIERAPT00000010381","l(1)G0156","DE",1.68304503708,0.762705993605,0.847457627119,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial","Q9VWH4.1",74.843,159,40,0,34,192,219,377,2.46e-82,251,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; AltName: Full=Isocitric dehydrogenase subunit alpha; AltName: Full=NAD(+)-specific ICDH subunit alpha; Flags: Precursor"
"481",481,"PIERAPG00000004468","PIERAPT00000010733",2,3,3,"PIERAPG00000004468",5,4,TRUE,FALSE,FALSE,TRUE,2,13.8841098073396,13.8564171827433,13.8564171827433,-0.664610421613737,0.766150045133212,0.0507698117597375,0.914953495302988,0.882191878029711,FALSE,FALSE,0.954633834760121,FALSE,"unbiased","PIERAPT00000010733","NRD1_2","DE",0.854412263901,0.439087359934,0.85,"Metalloendopeptidase","O43847.3",37.309,327,200,4,96,420,691,1014,3.71e-59,211,"human","Homo sapiens","primates","RecName: Full=Nardilysin; AltName: Full=N-arginine dibasic convertase; Short=NRD convertase; Short=NRD-C; AltName: Full=Nardilysin convertase; Flags: Precursor"
"485",485,"PIERAPG00000004517","PIERAPT00000010856",3,5,4,"PIERAPG00000004517",5,6,TRUE,FALSE,FALSE,FALSE,0,15.5675493205655,15.461695092208,15.461695092208,-0.518427665236431,0.906559835880711,0.19406608532214,0.893588959179413,0.571397015059185,FALSE,FALSE,0.783048966448704,FALSE,"unbiased","PIERAPT00000010856","ESTF_5","DE",0.624811429653,0.180942231054,0.210526315789,"Esterase (Fragment)","P35502.1",46.377,69,37,0,21,89,25,93,9.25e-15,70.9,"green peach aphid","Myzus persicae","aphids","RecName: Full=Esterase FE4; AltName: Full=Carboxylic-ester hydrolase; Flags: Precursor"
"490",490,"PIERAPG00000004573","PIERAPT00000010993",2,6,6,"PIERAPG00000004573",5,6,TRUE,FALSE,FALSE,FALSE,0,17.3997148106516,17.612108120708,17.612108120708,-1.03889388758056,0.260118417373543,-0.389387735103508,0.834928129951847,0.221692499900387,FALSE,FALSE,0.487371606923867,FALSE,"unbiased","PIERAPT00000010993","Mal-A1_2","DE",0.595971181163,0.114753860769,0.5,"Aamy domain-containing protein","P07190.2",56.818,88,38,0,26,113,20,107,3.96e-33,123,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Maltase A1; AltName: Full=Larval visceral protein H; Flags: Precursor"
"511",511,"PIERAPG00000004831","PIERAPT00000011595",5,5,6,"PIERAPG00000004831",5,6,TRUE,FALSE,FALSE,FALSE,0,17.2208351841625,16.5491032960892,16.5491032960892,0.0437554844543542,2.41926143848096,1.23150846146766,0.673344485242714,0.0430236732822718,FALSE,FALSE,0.181947442735714,FALSE,"unbiased","PIERAPT00000011595","Ak7_2",NA,NA,NA,NA,NA,"Q9D2H2.1",29.455,275,172,6,33,300,338,597,1.46e-24,106,"house mouse","Mus musculus","rodents","RecName: Full=Adenylate kinase 7; Short=AK 7; AltName: Full=ATP-AMP transphosphorylase 7"
"513",513,"PIERAPG00000004856","PIERAPT00000011671",5,4,3,"PIERAPG00000004856",4,5,TRUE,FALSE,FALSE,TRUE,2,13.9612565255284,13.8263371227195,13.8263371227195,-0.512780736096339,1.0074852130622,0.247352238482932,0.886429614813616,0.499862442009162,FALSE,FALSE,0.73649944913052,FALSE,"unbiased","PIERAPT00000011671","HNRNP_2","DE",2.07639134125,0.863717201946,0.785714285714,"Heterogeneous nuclear ribonucleoprotein A1","P21522.1",74.286,175,45,0,2,176,12,186,3.18e-94,285,"American grasshopper","Schistocerca americana","grasshoppers","RecName: Full=Heterogeneous nuclear ribonucleoprotein A1, A2/B1 homolog"
"514",514,"PIERAPG00000004857","PIERAPT00000011672",3,5,6,"PIERAPG00000004857",5,6,TRUE,FALSE,FALSE,FALSE,0,16.334552311971,16.3289669302687,16.3289669302687,-0.653823536123798,0.674303269032424,0.0102398664543131,0.919526332488783,0.974304848263571,FALSE,FALSE,0.995986128824064,FALSE,"unbiased","PIERAPT00000011672","COPA_2","DE",0.831623688465,0.428063765654,0.921052631579,"Coatomer protein complex subunit alpha","Q27954.1",54.436,417,175,5,2,405,810,1224,7.29e-144,442,"cattle","Bos taurus","even-toed ungulates","RecName: Full=Coatomer subunit alpha; AltName: Full=Alpha-coat protein; Short=Alpha-COP; AltName: Full=HEP-COP; Short=HEPCOP; Contains: RecName: Full=Xenin; AltName: Full=Xenopsin-related peptide; Contains: RecName: Full=Proxenin"
"515",515,"PIERAPG00000004866","PIERAPT00000011689",4,6,6,"PIERAPG00000004866",5,6,TRUE,FALSE,FALSE,FALSE,0,19.1974039943448,19.3616680702169,19.3616680702169,-1.00821744481865,0.405915833287543,-0.301150805765552,0.870647810630077,0.379648887835087,FALSE,FALSE,0.643638970791662,FALSE,"unbiased","PIERAPT00000011689","purQ_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",518,"PIERAPG00000004895","PIERAPT00000011765",1,4,4,"PIERAPG00000004895",5,4,TRUE,FALSE,FALSE,TRUE,2,13.6900500241937,14.0433685255399,14.0433685255399,-1.67214699104889,0.376645819446223,-0.647750585801331,0.826723424001331,0.198605450285157,FALSE,FALSE,0.456257773373074,FALSE,"unbiased","PIERAPT00000011765","C23G10.2","DE",0.79362330573,0.40942888274,0.564516129032,"Ubiquitin fusion degradation protein 1-like protein (Fragment)","Q10121.3",54.615,130,58,1,7,135,38,167,1.04e-38,131,"Caenorhabditis elegans","Caenorhabditis elegans","nematodes","RecName: Full=RutC family protein C23G10.2"
