"","GeneID","X","TrxID","Npeptides","Ndetect.apy","Ndetect.eup","ID","Nobs.apy","Nobs.eup","mar","specific.eup","specific.apy","imputed","num_NAs","Means.Apy","Means.Eupy","Means.All","Apyrene_vs_Eupyrene_CI.L","Apyrene_vs_Eupyrene_CI.R","Apyrene_vs_Eupyrene_diff","Apyrene_vs_Eupyrene_p.adj","Apyrene_vs_Eupyrene_p.val","significant","Apyrene_vs_Eupyrene_significant","Apyrene_vs_Eupyrene_p.bh","significant_bh","master.de","TranscriptID","GeneName","type","score","PPV","id","desc","subject_seq.id","percent_identicalMatches","alignment_length","number_mismatches","number_gapOpenings","start_query.alignment","end_query.alignment","start_subject.alignment","end_subject.alignment","expect_value","bit_value","organism_commonName","organism_scientificName","organism_group","function.","DpleGene","spermProteomePresence_Monarch","MsexGene","spermProteomePresence_Manduca"
"301","PIERAPG00000002756",301,"PIERAPT00000006551",1,5,5,"PIERAPG00000002756",5,5,TRUE,FALSE,FALSE,TRUE,1,15.8489031934531,15.2612224228545,15.2612224228545,-0.255227977599439,2.41005746979447,1.07741474609752,0.772878598168426,0.105759830685826,FALSE,FALSE,0.313880068928291,FALSE,"unbiased","PIERAPT00000006551","Dynlt1","DE",2.32890267193,0.910712229696,0.838709677419,"Dynein light chain Tctex-type 1","Q9Z336.1",57,100,43,0,3,102,14,113,3.3e-41,134,"Norway rat","Rattus norvegicus","rodents","RecName: Full=Dynein light chain Tctex-type 1; AltName: Full=Activator of G-protein signaling 2; Short=AGS2; AltName: Full=T-complex testis-specific protein 1 homolog","DPOGS212495",FALSE,"Msex2.11429",FALSE
"302","PIERAPG00000002760",302,"PIERAPT00000006557",3,5,5,"PIERAPG00000002760",5,6,TRUE,FALSE,FALSE,FALSE,0,16.0015483222674,15.6137583733345,15.6137583733345,-0.123459407058083,1.54535588647854,0.710948239710227,0.756685939915535,0.0896605316890006,FALSE,FALSE,0.283839626032607,FALSE,"unbiased","PIERAPT00000006557","Ndufs2","DE",2.2081617898,0.889982433547,0.214285714286,"Complex I-49kD","Q641Y2.1",75.926,432,104,0,35,466,32,463,0,702,"Norway rat","Rattus norvegicus","rodents","RecName: Full=NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial; AltName: Full=Complex I-49kD; Short=CI-49kD; AltName: Full=NADH-ubiquinone oxidoreductase 49 kDa subunit; Flags: Precursor","DPOGS204928",FALSE,"Msex2.01935",FALSE
"303","PIERAPG00000002761",303,"PIERAPT00000006558",2,4,2,"PIERAPG00000002761",4,3,TRUE,FALSE,FALSE,TRUE,4,15.0539719999816,14.6915725689398,14.6915725689398,-0.0582709820093197,1.38706889582946,0.664398956910071,0.729143600084628,0.0690231730735884,FALSE,FALSE,0.241508449785903,FALSE,"unbiased","PIERAPT00000006558","idhb-1","DE",0.693526392186,0.338643070067,0.65306122449,"Isocitrate dehydrogenase, subunit beta (Fragment)","Q93353.1",55.147,136,58,3,52,184,43,178,8.97e-46,157,"Caenorhabditis elegans","Caenorhabditis elegans","nematodes","RecName: Full=Probable isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; AltName: Full=Isocitric dehydrogenase subunit beta; AltName: Full=NAD(+)-specific ICDH subunit beta; Flags: Precursor","DPOGS215558",TRUE,"Msex2.11193",TRUE
"304","PIERAPG00000002765",304,"PIERAPT00000006579",4,5,6,"PIERAPG00000002765",5,6,TRUE,FALSE,FALSE,FALSE,0,16.4925400661204,16.5141446677447,16.5141446677447,-0.742009648709059,0.662792776086692,-0.0396084363111839,0.916201175950604,0.906254481445333,FALSE,FALSE,0.965826365243316,FALSE,"unbiased","PIERAPT00000006579","eIF3-S10","DE",1.49656994896,0.702985269344,0.903846153846,"Eukaryotic translation initiation factor 3 subunit A","B4K250.1",66.851,724,232,3,1,720,19,738,0,988,"Drosophila grimshawi","Drosophila grimshawi","flies","RecName: Full=Eukaryotic translation initiation factor 3 subunit A; Short=eIF3a; AltName: Full=Eukaryotic translation initiation factor 3 subunit 10","DPOGS207071",FALSE,"Msex2.13111",FALSE
"305","PIERAPG00000002772",305,"PIERAPT00000006596",6,5,6,"PIERAPG00000002772",5,6,TRUE,FALSE,FALSE,FALSE,0,17.5721678059165,18.2179095319556,18.2179095319556,-1.90902717986361,-0.458692482279806,-1.18385983107171,0.281499822684543,0.00324689497964307,FALSE,FALSE,0.0264526443929744,TRUE,"eupyrene","PIERAPT00000006596","NDUFA8","DE",1.77500788762,0.789355550088,0.214285714286,"Complex I-19kD","P51970.3",40.909,176,94,5,7,180,5,172,4.28e-36,126,"human","Gorilla gorilla gorilla;Pan troglodytes;Homo sapiens","primates","RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8; AltName: Full=Complex I-19kD; Short=CI-19kD; AltName: Full=Complex I-PGIV; Short=CI-PGIV; AltName: Full=NADH-ubiquinone oxidoreductase 19 kDa subunit","DPOGS202261",TRUE,"Msex2.12581",TRUE
"306","PIERAPG00000002779",306,"PIERAPT00000006611",2,2,4,"PIERAPG00000002779",3,4,TRUE,FALSE,FALSE,TRUE,4,15.6994222406726,14.6094020568711,14.6094020568711,1.16403867802803,2.83270199591086,1.99837033696944,0.0262325192556652,0.000115229966470767,TRUE,TRUE,0.00178983368480761,TRUE,"apyrene","PIERAPT00000006612","5NUC","DE",0.969795520321,0.493157160572,0.823529411765,"Ecto-nucleotidase","Q9XZ43.1",45.221,544,277,9,27,559,27,560,3.12e-161,475,"Lutzomyia longipalpis","Lutzomyia longipalpis","flies","RecName: Full=Protein 5NUC; Includes: RecName: Full=UDP-sugar hydrolase; AltName: Full=UDP-sugar diphosphatase; AltName: Full=UDP-sugar pyrophosphatase; Includes: RecName: Full=5'-nucleotidase; Short=5'-NT; Flags: Precursor","DPOGS215482",FALSE,"Msex2.07731",FALSE
"307","PIERAPG00000002787",307,"PIERAPT00000006629",16,6,6,"PIERAPG00000002787",5,6,TRUE,FALSE,FALSE,FALSE,0,22.4106324318677,23.3139684567504,23.3139684567504,-2.33144508933515,-0.980787001901556,-1.65611604561835,0.0214185726511677,9.05932695955521e-05,TRUE,TRUE,0.00149075261453275,TRUE,"eupyrene","PIERAPT00000006629","Dcr-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPOGS211065",TRUE,NA,FALSE
"308","PIERAPG00000002801",308,"PIERAPT00000006652",5,5,6,"PIERAPG00000002801",5,6,TRUE,FALSE,FALSE,FALSE,0,18.0228091264606,17.3841430982342,17.3841430982342,0.237583229113409,2.10419220771678,1.17088771841509,0.544066026710043,0.0171724728404123,FALSE,FALSE,0.0990994786832127,FALSE,"unbiased","PIERAPT00000006652","Gdh","DE",2.78206222683,0.960049927217,0.651162790698,"glutamate dehydrogenase, mitochondrial-like","P54385.2",86.5,200,14,1,1,187,363,562,1.47e-119,352,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Glutamate dehydrogenase, mitochondrial; Short=GDH; Flags: Precursor",NA,NA,NA,NA
"309","PIERAPG00000002808",309,"PIERAPT00000006668",13,6,6,"PIERAPG00000002808",5,6,TRUE,FALSE,FALSE,FALSE,0,19.7093246311801,18.9181736842653,18.9181736842653,0.750578667410052,2.15030813794446,1.45044340267726,0.0790868745874378,0.000462207633904796,FALSE,FALSE,0.00569028953740571,TRUE,"apyrene","PIERAPT00000006668","FSIP1rsmC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPOGS209582",TRUE,NA,FALSE
"310","PIERAPG00000002831",310,"PIERAPT00000006728",20,6,6,"PIERAPG00000002831",5,6,TRUE,FALSE,FALSE,FALSE,0,21.7964929862814,21.1148606463503,21.1148606463503,0.33709724919986,2.16222133054746,1.24965928987366,0.465236929181939,0.0104170408539021,FALSE,FALSE,0.066846030498785,FALSE,"unbiased","PIERAPT00000006728","sesB","DE",1.40391562649,0.670481034719,0.9,"Adenine nucleotide translocase","Q26365.4",87.458,295,36,1,9,303,19,312,0,542,"fruit fly","Drosophila melanogaster","flies","RecName: Full=ADP,ATP carrier protein; AltName: Full=ADP/ATP translocase; AltName: Full=Adenine nucleotide translocator; Short=ANT; AltName: Full=Stress-sensitive protein B","DPOGS205211",TRUE,"Msex2.14995",TRUE
"311","PIERAPG00000002832",311,"PIERAPT00000006729",1,4,5,"PIERAPG00000002832",4,5,TRUE,FALSE,FALSE,TRUE,2,14.1687466253037,14.3619578630603,14.3619578630603,-1.1097712727468,0.40133006763948,-0.35422060255366,0.862907353794753,0.334774302551876,FALSE,FALSE,0.601507990098615,FALSE,"unbiased","PIERAPT00000006729","LSM5","DE",1.83909490996,0.806832494365,0.375,"U6 snRNA-associated Sm-like protein LSm5","Q9Y4Y9.3",83.133,83,14,0,6,88,7,89,6.3e-46,145,"human","Pongo abelii;Homo sapiens;Bos taurus;Mus musculus","even-toed ungulates;primates;rodents","RecName: Full=U6 snRNA-associated Sm-like protein LSm5","DPOGS200692",FALSE,"Msex2.02582",FALSE
"312","PIERAPG00000002835",312,"PIERAPT00000006735",1,5,5,"PIERAPG00000002835",5,6,TRUE,FALSE,FALSE,FALSE,0,14.4161392718191,14.2233080297805,14.2233080297805,-0.440929612531622,1.14797750000669,0.353523943737535,0.867286841776283,0.359219016039456,FALSE,FALSE,0.627123954472244,FALSE,"unbiased","PIERAPT00000006735","svr","DE",0.915889835235,0.468259109066,0.833333333333,"Carboxypeptidase D","P42787.2",49.343,685,310,10,27,680,30,708,0,668,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Carboxypeptidase D; AltName: Full=Metallocarboxypeptidase D; AltName: Full=Protein silver; Flags: Precursor",NA,NA,NA,NA
"313","PIERAPG00000002847",313,"PIERAPT00000006768",2,4,5,"PIERAPG00000002847",5,5,TRUE,FALSE,FALSE,TRUE,1,14.9589950247774,16.1194998313258,16.1194998313258,-3.05388197678632,-1.20130231389126,-2.12759214533879,0.0371397238467475,0.000174989073185081,TRUE,TRUE,0.00250717103132418,TRUE,"eupyrene","PIERAPT00000006768","TRYP7TRYP4","DE",0.678144196116,0.303340930086,0.447368421053,"Peptidase S1 domain-containing protein","P35038.2",28.194,227,143,8,80,304,61,269,5.69e-19,87.8,"African malaria mosquito","Anopheles gambiae","mosquitos","RecName: Full=Trypsin-4; Flags: Precursor",NA,FALSE,"Msex2.04725",FALSE
"314","PIERAPG00000002852",314,"PIERAPT00000006779",10,6,6,"PIERAPG00000002852",5,6,TRUE,FALSE,FALSE,FALSE,0,22.7838953907154,22.863051369815,22.863051369815,-1.50784397159965,1.21760538156794,-0.145119295015853,0.911762938327356,0.824105200952999,FALSE,FALSE,0.924986635038398,FALSE,"unbiased","PIERAPT00000006779","grpE2","DE",1.1183007863,0.558459063267,0.558823529412,"Spaetzle domain-containing protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","PIERAPG00000002853",315,"PIERAPT00000006780",2,6,6,"PIERAPG00000002853",5,6,TRUE,FALSE,FALSE,FALSE,0,19.2135184102367,17.9793709527623,17.9793709527623,1.50357511681669,3.02163222725592,2.26260367203631,0.00217750325908365,1.07036893357036e-05,TRUE,TRUE,0.000243692214738895,TRUE,"apyrene","PIERAPT00000006780","proB_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","PIERAPG00000002868",316,"PIERAPT00000006822",1,5,2,"PIERAPG00000002868",5,5,TRUE,FALSE,FALSE,TRUE,1,13.3597483278593,13.5079136637787,13.5079136637787,-1.01327394571738,0.470001047346204,-0.271636449185589,0.880385254849634,0.448482951039068,FALSE,FALSE,0.692243008316748,FALSE,"unbiased","PIERAPT00000006822","Atp6ap1","DE",1.46355786792,0.69161973769,0.709677419355,"V-type proton ATPase subunit S1","Q7JR49.1",32.487,394,235,17,9,393,5,376,2.97e-41,152,"fruit fly","Drosophila melanogaster","flies","RecName: Full=V-type proton ATPase subunit S1; AltName: Full=Vacuolar H(+) ATPase AC45 accessory subunit; Flags: Precursor","DPOGS205239",FALSE,"Msex2.09815",FALSE
"317","PIERAPG00000002871",317,"PIERAPT00000006825",1,3,0,"PIERAPG00000002871",3,0,FALSE,FALSE,FALSE,TRUE,8,13.627723325358,13.3642382802177,13.3642382802177,-0.207186270906336,1.1732981030877,0.483055916090681,0.808141473053625,0.157186348981553,FALSE,FALSE,0.395823806071728,FALSE,"unbiased","PIERAPT00000006825","Hm13","DE",1.68653498491,0.76375112642,0.694444444444,"minor histocompatibility antigen H13","Q9D8V0.1",62.874,334,119,2,19,348,17,349,3.66e-153,439,"house mouse","Mus musculus","rodents","RecName: Full=Minor histocompatibility antigen H13; AltName: Full=Presenilin-like protein 3; AltName: Full=Signal peptide peptidase","DPOGS202915",FALSE,"Msex2.12177",FALSE
"318","PIERAPG00000002914",318,"PIERAPT00000006932",2,4,4,"PIERAPG00000002914",4,4,TRUE,FALSE,FALSE,TRUE,3,14.1593718308463,14.0198668118604,14.0198668118604,-0.448210921522643,0.959729324470894,0.255759201474126,0.880838921014308,0.452086645776228,FALSE,FALSE,0.693620085586146,FALSE,"unbiased","PIERAPT00000006932","G106677","DE",0.936649668176,0.477923009584,0.918918918919,"Ubiquitin carboxyl-terminal hydrolase","Q6A4J8.1",59.574,1081,408,13,53,1125,44,1103,0,1328,"house mouse","Mus musculus","rodents","RecName: Full=Ubiquitin carboxyl-terminal hydrolase 7; AltName: Full=Deubiquitinating enzyme 7; AltName: Full=Herpesvirus-associated ubiquitin-specific protease; Short=mHAUSP; AltName: Full=Ubiquitin thioesterase 7; AltName: Full=Ubiquitin-specific-processing protease 7","DPOGS205354",FALSE,"Msex2.02985",FALSE
"319","PIERAPG00000002927",319,"PIERAPT00000006971",18,6,6,"PIERAPG00000002927",5,6,TRUE,FALSE,FALSE,FALSE,0,20.8112743757618,20.2091933102621,20.2091933102621,0.42399190402875,1.78363866947036,1.10381528674955,0.287305822091179,0.00337753590702007,FALSE,FALSE,0.0270366553776863,TRUE,"apyrene","PIERAPT00000006971","Hsc70-5","DE",1.41494410074,0.674448482042,0.821428571429,"Heat shock protein cognate 5","P29845.2",84.553,615,95,0,49,663,42,656,0,1090,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Heat shock 70 kDa protein cognate 5","DPOGS205238",TRUE,"Msex2.09813",TRUE
"320","PIERAPG00000002935",320,"PIERAPT00000006987",2,5,6,"PIERAPG00000002935",5,6,TRUE,FALSE,FALSE,FALSE,0,15.256388395262,15.3859355372629,15.3859355372629,-0.839997409069543,0.364991221732669,-0.237503093668437,0.875966332442455,0.415320956211767,FALSE,FALSE,0.668212419384276,FALSE,"unbiased","PIERAPT00000006987","PSME3","DE",2.20938278045,0.89020803568,0.916666666667,"Proteasome activator complex subunit","Q5F3J5.1",52.61,249,108,2,3,245,10,254,5.18e-94,279,"chicken","Gallus gallus","birds","RecName: Full=Proteasome activator complex subunit 3; AltName: Full=Activator of multicatalytic protease subunit 3; AltName: Full=Proteasome activator 28 subunit gamma; Short=PA28g; Short=PA28gamma","DPOGS209751",FALSE,"Msex2.00139",FALSE
"321","PIERAPG00000002951",321,"PIERAPT00000007025",1,5,4,"PIERAPG00000002951",5,5,TRUE,FALSE,FALSE,TRUE,1,13.8814790677074,13.8104348165577,13.8104348165577,-0.562251787926449,0.822747375475252,0.130247793774402,0.903551761576141,0.695132348685887,FALSE,FALSE,0.859741298822261,FALSE,"unbiased","PIERAPT00000007025","KLC_2",NA,NA,NA,NA,NA,"P46825.1",83.721,43,7,0,67,109,470,512,2.25e-16,78.2,"Doryteuthis pealeii","Doryteuthis pealeii","cephalopods","RecName: Full=Kinesin light chain; Short=KLC",NA,NA,NA,NA
"322","PIERAPG00000002971",322,"PIERAPT00000007059",2,6,6,"PIERAPG00000002971",5,6,TRUE,FALSE,FALSE,FALSE,0,18.9933078945121,19.2859273401329,19.2859273401329,-1.2445943235275,0.171656356251005,-0.536468983638247,0.790269827985289,0.127699185961114,FALSE,FALSE,0.349072445834494,FALSE,"unbiased","PIERAPT00000007059","SPINK1","DE",0.59,0.10105,0.305555555556,"Kazal-like domain-containing protein","P00996.2",46.429,56,24,3,44,95,26,79,2.78e-09,52.4,"cattle","Bos taurus","even-toed ungulates","RecName: Full=Serine protease inhibitor Kazal-type 1; AltName: Full=Pancreatic secretory trypsin inhibitor; Flags: Precursor","DPOGS208165",FALSE,"Msex2.14483",FALSE
"323","PIERAPG00000002972",323,"PIERAPT00000007060",3,4,5,"PIERAPG00000002972",4,6,TRUE,FALSE,FALSE,TRUE,1,15.6787906574092,15.6157812472379,15.6157812472379,-0.508641814006854,0.739676317968065,0.115517251980606,0.903877925510907,0.699745022784898,FALSE,FALSE,0.860189517654216,FALSE,"unbiased","PIERAPT00000007060","eIF-2gammaEIF2S3","DE",1.69374164551,0.765900864073,0.444444444444,"Protein-synthesizing GTPase","Q24208.1",83.512,467,75,1,1,465,1,467,0,809,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Eukaryotic translation initiation factor 2 subunit 3; AltName: Full=Eukaryotic translation initiation factor 2 subunit gamma; Short=eIF-2-gamma",NA,FALSE,"Msex2.05587",FALSE
"324","PIERAPG00000002977",324,"PIERAPT00000007072",2,6,6,"PIERAPG00000002977",5,6,TRUE,FALSE,FALSE,FALSE,0,16.2831392998538,15.8402650243894,15.8402650243894,-0.0478241114618151,1.67169645483152,0.811936171684851,0.71810405068608,0.0625180075722244,FALSE,FALSE,0.227839516541127,FALSE,"unbiased","PIERAPT00000007072","PDAP1","DE",1.71666033989,0.772661913355,0.685185185185,"28 kDa heat- and acid-stable phosphoprotein isoform X1","Q13442.1",48.299,147,54,4,14,150,15,149,9.09e-26,100,"human","Homo sapiens","primates","RecName: Full=28 kDa heat- and acid-stable phosphoprotein; AltName: Full=PDGF-associated protein; Short=PAP; AltName: Full=PDGFA-associated protein 1; Short=PAP1",NA,FALSE,"Msex2.02711",FALSE
"325","PIERAPG00000002980",325,"PIERAPT00000007075",8,5,6,"PIERAPG00000002980",5,6,TRUE,FALSE,FALSE,FALSE,0,18.6570881701587,18.182914132863,18.182914132863,0.0620916165077425,1.67654652024307,0.869319068375404,0.6519953688761,0.0364647213023814,FALSE,FALSE,0.162914964528381,FALSE,"unbiased","PIERAPT00000007075","AK8","DE",2.04550153663,0.85701013498,0.722222222222,"Adenylate kinase 8","Q96MA6.1",25.8,469,284,16,5,422,2,457,1.91e-26,114,"human","Homo sapiens","primates","RecName: Full=Adenylate kinase 8; Short=AK 8; AltName: Full=ATP-AMP transphosphorylase 8","DPOGS208773",TRUE,"Msex2.10248",TRUE
"326","PIERAPG00000002987",326,"PIERAPT00000007089",3,5,4,"PIERAPG00000002987",5,4,TRUE,FALSE,FALSE,TRUE,2,14.1857103992295,14.5133955969879,14.5133955969879,-1.55272975842701,0.351217366646055,-0.600756195890479,0.827048154947635,0.199455221959059,FALSE,FALSE,0.456467067665727,FALSE,"unbiased","PIERAPT00000007089","GST2_3","DE",0.612863030669,0.153520655385,0.53125,"glutathione S-transferase 2-like","P46429.1",59,100,41,0,6,105,104,203,2.12e-35,122,"tobacco hornworm","Manduca sexta","moths","RecName: Full=Glutathione S-transferase 2; AltName: Full=GST class-sigma",NA,NA,NA,NA
"327","PIERAPG00000002992",327,"PIERAPT00000007102",8,5,5,"PIERAPG00000002992",5,6,TRUE,FALSE,FALSE,FALSE,0,19.4341539987887,18.6917946658902,18.6917946658902,0.371264624216503,2.35071959641118,1.36099211031384,0.461196240996238,0.0101588212640567,FALSE,FALSE,0.0657789244497184,FALSE,"unbiased","PIERAPT00000007102","Abat","DE",1.47258771578,0.69475227197,0.539682539683,"4-aminobutyrate aminotransferase, mitochondrial-like (Fragment)","P50554.3",45.714,140,76,0,1,140,359,498,4.72e-40,142,"Norway rat","Rattus norvegicus","rodents","RecName: Full=4-aminobutyrate aminotransferase, mitochondrial; AltName: Full=(S)-3-amino-2-methylpropionate transaminase; AltName: Full=GABA aminotransferase; Short=GABA-AT; AltName: Full=Gamma-amino-N-butyrate transaminase; Short=GABA transaminase; Short=GABA-T; AltName: Full=L-AIBAT; Contains: RecName: Full=4-aminobutyrate aminotransferase, brain isoform; Contains: RecName: Full=4-aminobutyrate aminotransferase, liver isoform; Flags: Precursor",NA,NA,NA,NA
"328","PIERAPG00000003006",328,"PIERAPT00000007163",11,5,6,"PIERAPG00000003006",5,6,TRUE,FALSE,FALSE,FALSE,0,19.0166893651478,18.8035699925119,18.8035699925119,-0.296500383813423,1.07793808347834,0.390718849832457,0.842210665220287,0.245365840781305,FALSE,FALSE,0.516200034656366,FALSE,"unbiased","PIERAPT00000007163","psmc3-aPsmc3","DE",1.52247478407,0.711736843664,0.645161290323,"26S protease regulatory subunit","O42587.2",87.648,421,51,1,9,428,3,423,0,769,"African clawed frog","Xenopus laevis","frogs & toads","RecName: Full=26S proteasome regulatory subunit 6A-A; AltName: Full=26S proteasome AAA-ATPase subunit RPT5-A; AltName: Full=Proteasome 26S subunit ATPase 3-A; AltName: Full=Tat-binding protein 6; Short=TBP-6","DPOGS204033",FALSE,"Msex2.00862",FALSE
"329","PIERAPG00000003008",329,"PIERAPT00000007171",3,6,5,"PIERAPG00000003008",5,5,TRUE,FALSE,FALSE,TRUE,1,15.9506496967965,15.7038072079689,15.7038072079689,-0.320674409749599,1.22576353545054,0.45254456285047,0.838331397073242,0.232348119011824,FALSE,FALSE,0.498918054002134,FALSE,"unbiased","PIERAPT00000007171","Acadvl","DE",2.14440492646,0.877748666325,0.936170212766,"Very long-chain specific acyl-CoA dehydrogenase","P50544.3",55.833,600,253,7,7,597,60,656,0,654,"house mouse","Mus musculus","rodents","RecName: Full=Very long-chain specific acyl-CoA dehydrogenase, mitochondrial; AltName: Full=MVLCAD; Short=VLCAD; Flags: Precursor","DPOGS210602",FALSE,"Msex2.11315",FALSE
"330","PIERAPG00000003010",330,"PIERAPT00000007174",3,5,6,"PIERAPG00000003010",5,6,TRUE,FALSE,FALSE,FALSE,0,17.6034370147409,16.9631016705577,16.9631016705577,0.316923630419584,2.03097263158541,1.1739481310025,0.464955541554102,0.0103988383256386,FALSE,FALSE,0.066846030498785,FALSE,"unbiased","PIERAPT00000007174","glmM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Msex2.08592",TRUE
"331","PIERAPG00000003013",331,"PIERAPT00000007183",2,4,4,"PIERAPG00000003013",4,6,TRUE,FALSE,FALSE,TRUE,1,13.9130429289994,14.2341085250229,14.2341085250229,-1.23021668971223,0.0529761709593881,-0.58862025937642,0.729979818739845,0.0695514852964457,FALSE,FALSE,0.241926209156746,FALSE,"unbiased","PIERAPT00000007183","lap","DE",1.67840375279,0.761311940102,0.948275862069,"Phosphatidylinositol-binding clathrin assembly protein LAP","Q9VI75.3",70.316,475,74,9,8,469,3,423,0,627,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Phosphatidylinositol-binding clathrin assembly protein LAP; AltName: Full=Like-AP180","DPOGS214857",FALSE,"Msex2.03217",FALSE
"332","PIERAPG00000003027",332,"PIERAPT00000007235",3,6,6,"PIERAPG00000003027",5,6,TRUE,FALSE,FALSE,FALSE,0,18.661577158068,18.6229676422718,18.6229676422718,-0.697051233661472,0.838619458247453,0.0707841122929906,0.913074080103951,0.847390722425672,FALSE,FALSE,0.93753117371284,FALSE,"unbiased","PIERAPT00000007235","Ndufc2","DE",1.99585112528,0.845791924863,0.659090909091,"NADH dehydrogenase [ubiquinone] 1 subunit C2","Q9CQ54.1",35.185,108,66,3,13,117,14,120,1.4e-09,54.7,"house mouse","Mus musculus","rodents","RecName: Full=NADH dehydrogenase [ubiquinone] 1 subunit C2; AltName: Full=Complex I-B14.5b; Short=CI-B14.5b; AltName: Full=NADH-ubiquinone oxidoreductase subunit B14.5b","DPOGS213678",TRUE,"Msex2.08347",TRUE
"333","PIERAPG00000003044",333,"PIERAPT00000007271",1,6,6,"PIERAPG00000003044",5,6,TRUE,FALSE,FALSE,FALSE,0,16.7632801044508,16.6025265219898,16.6025265219898,-0.880210135799111,1.46963993815626,0.294714901178576,0.896291969027255,0.601915397880782,FALSE,FALSE,0.802875915953338,FALSE,"unbiased","PIERAPT00000007271","UBA52","DE",1.02432963532,0.517698221359,0.514285714286,"D.melanogaster ubiquitin (Fragment)","Q865C5.2",98.246,57,1,0,1,57,1,57,3.48e-34,113,"Arabian camel","Ceratitis capitata;Camelus dromedarius;Oryctolagus cuniculus","even-toed ungulates;flies;rabbits & hares","RecName: Full=Ubiquitin",NA,NA,NA,NA
"334","PIERAPG00000003053",334,"PIERAPT00000007288",5,6,6,"PIERAPG00000003053",5,6,TRUE,FALSE,FALSE,FALSE,0,21.5941049643665,21.44218313687,21.44218313687,-0.523829341139331,1.08087604196009,0.278523350410378,0.88327564448201,0.472122924642285,FALSE,FALSE,0.71075027242344,FALSE,"unbiased","PIERAPT00000007288","COX5B_2","DE",1.7851581748,0.792183519817,0.933333333333,"Mitochondrial cytochrome c oxidase subunit Vb","P00428.2",39.286,84,49,2,26,108,42,124,5.11e-16,71.2,"cattle","Bos taurus","even-toed ungulates","RecName: Full=Cytochrome c oxidase subunit 5B, mitochondrial; AltName: Full=Cytochrome c oxidase polypeptide VIa; AltName: Full=Cytochrome c oxidase polypeptide Vb; Flags: Precursor","DPOGS204999",TRUE,"Msex2.08281",TRUE
"335","PIERAPG00000003055",335,"PIERAPT00000007290",4,5,6,"PIERAPG00000003055",5,6,TRUE,FALSE,FALSE,FALSE,0,19.6578886236517,19.2645531468135,19.2645531468135,-0.451264690300625,1.89349477204087,0.721115040870121,0.831098138159842,0.210483200443554,FALSE,FALSE,0.473373584759386,FALSE,"unbiased","PIERAPT00000007290","mutS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","PIERAPG00000003090",336,"PIERAPT00000007378",4,6,6,"PIERAPG00000003090",5,6,TRUE,FALSE,FALSE,FALSE,0,18.3060705741692,19.0568231555829,19.0568231555829,-2.38687515047912,-0.365884314704391,-1.37637973259175,0.470390256564185,0.0107563846659807,FALSE,FALSE,0.0674607974145655,FALSE,"unbiased","PIERAPT00000007378","VATG","DE",1.50383423067,0.705454222629,0.9,"V-type proton ATPase subunit G","Q25532.1",88.889,117,13,0,1,117,1,117,3.22e-71,211,"tobacco hornworm","Manduca sexta","moths","RecName: Full=V-type proton ATPase subunit G; Short=V-ATPase subunit G; AltName: Full=V-ATPase 13 kDa subunit; AltName: Full=Vacuolar proton pump subunit G","DPOGS201111",FALSE,"Msex2.06958",FALSE
"337","PIERAPG00000003098",337,"PIERAPT00000007393",2,4,4,"PIERAPG00000003098",5,5,TRUE,FALSE,FALSE,TRUE,1,15.8163246389941,15.1401585030935,15.1401585030935,0.556969422043541,1.92230640959197,1.23963791581776,0.174435481209488,0.00143489943260503,FALSE,FALSE,0.0142261669355456,TRUE,"apyrene","PIERAPT00000007393","CYB5D1","DE",0.907354440208,0.464258433584,0.464285714286,"Flagellar associated protein","Q6P9G0.1",38.039,255,111,7,3,251,14,227,1.42e-42,148,"human","Homo sapiens","primates","RecName: Full=Cytochrome b5 domain-containing protein 1","DPOGS209599",FALSE,"Msex2.13047,Msex2.06316",TRUE
