# TargetP-2.0	Organism: Non-Plant	Timestamp: 20260203200701
# ID	Prediction	OTHER	SP	mTP	CS Position
PIERAPG00000012683	SP	0.001441	0.998539	0.000020	CS pos: 21-22. CYA-LK. Pr: 0.9734
PIERAPG00000005568	OTHER	0.997237	0.002749	0.000013	
PIERAPG00000008420	SP	0.049622	0.932443	0.017936	CS pos: 17-18. ICT-LL. Pr: 0.4202
PIERAPG00000002194	OTHER	0.999728	0.000034	0.000238	
PIERAPG00000011116	SP	0.009129	0.990463	0.000408	CS pos: 18-19. SVA-SQ. Pr: 0.4479
PIERAPG00000001786	OTHER	0.987686	0.007165	0.005149	
PIERAPG00000012721	OTHER	0.771658	0.223857	0.004485	
PIERAPG00000014330	OTHER	0.753778	0.002518	0.243704	
PIERAPG00000006049	OTHER	0.977919	0.016102	0.005979	
PIERAPG00000006295	OTHER	0.981432	0.014293	0.004275	
PIERAPG00000014796	OTHER	0.999837	0.000066	0.000097	
PIERAPG00000010672	OTHER	0.882921	0.053560	0.063519	
PIERAPG00000003741	OTHER	0.864546	0.134728	0.000726	
PIERAPG00000003172	OTHER	0.995282	0.004656	0.000063	
PIERAPG00000000259	OTHER	0.999980	0.000008	0.000013	
PIERAPG00000008738	OTHER	0.999569	0.000138	0.000293	
PIERAPG00000005371	OTHER	0.999159	0.000032	0.000809	
PIERAPG00000008712	OTHER	0.942467	0.000349	0.057183	
PIERAPG00000001919	OTHER	0.999943	0.000014	0.000043	
PIERAPG00000006239	SP	0.384937	0.601709	0.013354	CS pos: 20-21. ILS-IT. Pr: 0.9264
PIERAPG00000007301	OTHER	0.999567	0.000275	0.000158	
PIERAPG00000001312	SP	0.000067	0.999933	0.000000	CS pos: 15-16. IES-LE. Pr: 0.9277
PIERAPG00000001878	OTHER	0.999972	0.000002	0.000026	
PIERAPG00000005639	OTHER	0.999989	0.000000	0.000011	
PIERAPG00000012972	OTHER	0.999960	0.000029	0.000010	
PIERAPG00000003848	OTHER	0.999949	0.000005	0.000046	
PIERAPG00000009816	SP	0.021185	0.978802	0.000013	CS pos: 19-20. ADA-LK. Pr: 0.9544
PIERAPG00000004237	OTHER	0.994629	0.000026	0.005345	
PIERAPG00000002704	OTHER	0.999440	0.000558	0.000002	
PIERAPG00000006156	OTHER	0.999711	0.000259	0.000030	
PIERAPG00000010873	SP	0.148217	0.845176	0.006607	CS pos: 21-22. ICG-NI. Pr: 0.7281
PIERAPG00000014795	OTHER	0.760275	0.001864	0.237861	
PIERAPG00000009526	OTHER	0.734572	0.000671	0.264758	
PIERAPG00000010721	OTHER	0.981834	0.002705	0.015461	
PIERAPG00000001905	OTHER	0.998944	0.000084	0.000972	
PIERAPG00000011551	OTHER	0.871891	0.000184	0.127925	
PIERAPG00000009063	OTHER	0.922271	0.027180	0.050549	
PIERAPG00000002772	OTHER	0.940649	0.059289	0.000062	
PIERAPG00000011141	OTHER	0.997207	0.000494	0.002300	
PIERAPG00000005753	mTP	0.393124	0.002236	0.604640	CS pos: 31-32. SSY-SS. Pr: 0.7924
PIERAPG00000002490	mTP	0.393418	0.001762	0.604820	CS pos: 38-39. SLF-GD. Pr: 0.1784
PIERAPG00000006550	OTHER	0.998644	0.000654	0.000702	
PIERAPG00000005365	OTHER	0.900371	0.040072	0.059557	
PIERAPG00000014986	OTHER	0.999270	0.000422	0.000308	
PIERAPG00000006742	OTHER	0.919522	0.075967	0.004511	
PIERAPG00000007937	OTHER	0.844904	0.033274	0.121821	
PIERAPG00000013872	mTP	0.035894	0.000319	0.963787	CS pos: 25-26. LRH-AQ. Pr: 0.4746
PIERAPG00000005719	mTP	0.002989	0.000104	0.996907	CS pos: 27-28. TLQ-HD. Pr: 0.2788
PIERAPG00000013347	OTHER	0.741898	0.000225	0.257876	
PIERAPG00000001483	OTHER	0.999958	0.000022	0.000020	
PIERAPG00000003835	SP	0.002898	0.996996	0.000106	CS pos: 18-19. AIT-RD. Pr: 0.5446
PIERAPG00000004918	OTHER	0.995511	0.004479	0.000010	
PIERAPG00000004589	OTHER	0.999993	0.000005	0.000002	
PIERAPG00000014263	SP	0.000203	0.999763	0.000034	CS pos: 17-18. SAA-TD. Pr: 0.7024
PIERAPG00000014899	mTP	0.169910	0.000200	0.829890	CS pos: 24-25. CRM-SS. Pr: 0.3424
PIERAPG00000001711	OTHER	0.996982	0.000012	0.003005	
PIERAPG00000004468	OTHER	0.999442	0.000063	0.000496	
PIERAPG00000010680	OTHER	0.999933	0.000010	0.000057	
PIERAPG00000014942	OTHER	0.999918	0.000009	0.000073	
PIERAPG00000004337	OTHER	0.999963	0.000015	0.000022	
PIERAPG00000007715	SP	0.015712	0.984256	0.000032	CS pos: 17-18. TLS-QF. Pr: 0.7886
PIERAPG00000011909	OTHER	0.998969	0.001029	0.000002	
PIERAPG00000008720	OTHER	0.999671	0.000265	0.000064	
PIERAPG00000012554	OTHER	0.999897	0.000037	0.000067	
PIERAPG00000014638	OTHER	0.886388	0.003505	0.110107	
PIERAPG00000000784	mTP	0.035443	0.000145	0.964413	CS pos: 34-35. KKN-SD. Pr: 0.4024
PIERAPG00000012466	OTHER	0.993600	0.000080	0.006320	
PIERAPG00000014609	OTHER	0.980494	0.000029	0.019477	
PIERAPG00000003027	OTHER	0.999240	0.000129	0.000630	
PIERAPG00000010201	mTP	0.000940	0.000378	0.998682	CS pos: 26-27. RRY-AE. Pr: 0.9354
PIERAPG00000002760	OTHER	0.515587	0.000587	0.483826	
PIERAPG00000008046	OTHER	0.997945	0.000952	0.001103	
PIERAPG00000004630	mTP	0.050155	0.000247	0.949598	CS pos: 32-33. VRF-QQ. Pr: 0.6712
PIERAPG00000002710	mTP	0.227840	0.000206	0.771954	CS pos: 18-19. RYF-SE. Pr: 0.7651
PIERAPG00000008853	OTHER	0.982809	0.012609	0.004581	
PIERAPG00000008623	OTHER	0.705265	0.005542	0.289193	
PIERAPG00000009381	OTHER	0.986146	0.000157	0.013697	
PIERAPG00000009059	OTHER	0.989240	0.004343	0.006417	
PIERAPG00000009447	OTHER	0.999849	0.000128	0.000022	
PIERAPG00000012828	OTHER	0.999926	0.000017	0.000056	
PIERAPG00000004121	mTP	0.441659	0.000208	0.558133	CS pos: 74-75. RYF-SC. Pr: 0.2189
PIERAPG00000000660	SP	0.001986	0.997993	0.000021	CS pos: 23-24. IAA-FV. Pr: 0.4767
PIERAPG00000005513	SP	0.003555	0.995965	0.000480	CS pos: 19-20. SFA-PP. Pr: 0.5471
PIERAPG00000013034	mTP	0.131592	0.000252	0.868156	CS pos: 39-40. NLF-TT. Pr: 0.3557
PIERAPG00000006601	OTHER	0.999683	0.000018	0.000299	
PIERAPG00000008707	OTHER	0.999990	0.000004	0.000006	
PIERAPG00000010279	OTHER	0.974524	0.000139	0.025336	
PIERAPG00000011374	OTHER	0.997961	0.000714	0.001325	
PIERAPG00000012984	SP	0.147740	0.823019	0.029241	CS pos: 16-17. GLC-QY. Pr: 0.6018
PIERAPG00000004410	OTHER	0.605085	0.031743	0.363172	
PIERAPG00000010922	OTHER	0.663927	0.000959	0.335114	
PIERAPG00000000117	SP	0.077746	0.901273	0.020982	CS pos: 15-16. TMG-MR. Pr: 0.3684
PIERAPG00000009822	SP	0.056577	0.942636	0.000787	CS pos: 22-23. SGG-LD. Pr: 0.4911
PIERAPG00000010173	SP	0.000019	0.999980	0.000000	CS pos: 19-20. CQA-EA. Pr: 0.9027
PIERAPG00000011203	OTHER	0.997667	0.001598	0.000735	
PIERAPG00000014705	OTHER	0.983292	0.015489	0.001219	
PIERAPG00000011883	OTHER	0.999792	0.000161	0.000047	
PIERAPG00000000403	OTHER	0.999942	0.000030	0.000029	
PIERAPG00000010905	SP	0.011181	0.988395	0.000424	CS pos: 19-20. VKN-SV. Pr: 0.4328
PIERAPG00000006150	mTP	0.077046	0.000387	0.922567	CS pos: 13-14. RSL-ST. Pr: 0.2228
PIERAPG00000010442	OTHER	0.473736	0.061067	0.465198	
PIERAPG00000007519	SP	0.000242	0.999752	0.000006	CS pos: 18-19. AHS-HQ. Pr: 0.7775
PIERAPG00000000310	SP	0.000230	0.999765	0.000005	CS pos: 17-18. VFA-EY. Pr: 0.9741
PIERAPG00000012907	SP	0.013013	0.986477	0.000510	CS pos: 17-18. VTG-RD. Pr: 0.9689
PIERAPG00000013264	mTP	0.277491	0.000756	0.721753	CS pos: 10-11. RNF-AS. Pr: 0.3604
PIERAPG00000004219	SP	0.029397	0.970403	0.000200	CS pos: 26-27. VNS-KD. Pr: 0.5452
PIERAPG00000010871	OTHER	0.585733	0.086658	0.327609	
PIERAPG00000000895	SP	0.234443	0.764092	0.001465	CS pos: 20-21. IES-YT. Pr: 0.9032
PIERAPG00000008847	OTHER	0.957209	0.002011	0.040780	
PIERAPG00000014058	mTP	0.069707	0.001073	0.929220	CS pos: 27-28. HRT-AT. Pr: 0.4567
PIERAPG00000002977	OTHER	0.999988	0.000000	0.000012	
PIERAPG00000013355	OTHER	0.999987	0.000004	0.000009	
PIERAPG00000014335	OTHER	0.999440	0.000433	0.000128	
PIERAPG00000013743	SP	0.000768	0.999229	0.000003	CS pos: 19-20. AKA-SE. Pr: 0.9257
PIERAPG00000011619	OTHER	0.986200	0.003476	0.010324	
PIERAPG00000012007	OTHER	0.999998	0.000000	0.000001	
PIERAPG00000010342	OTHER	0.999986	0.000006	0.000008	
PIERAPG00000008547	OTHER	0.999858	0.000042	0.000100	
PIERAPG00000009973	OTHER	0.979419	0.020430	0.000151	
PIERAPG00000006114	OTHER	0.999702	0.000215	0.000083	
PIERAPG00000006455	OTHER	0.999231	0.000711	0.000059	
PIERAPG00000010500	SP	0.049734	0.950137	0.000130	CS pos: 19-20. VYG-KE. Pr: 0.9813
PIERAPG00000002309	OTHER	0.999988	0.000008	0.000004	
PIERAPG00000013442	OTHER	0.999157	0.000358	0.000484	
PIERAPG00000011113	OTHER	0.998874	0.000409	0.000717	
PIERAPG00000008433	OTHER	0.913868	0.038115	0.048016	
PIERAPG00000002042	mTP	0.009330	0.000052	0.990618	CS pos: 18-19. RLF-AT. Pr: 0.7172
PIERAPG00000009928	SP	0.016919	0.981659	0.001422	CS pos: 23-24. SSA-QQ. Pr: 0.7863
PIERAPG00000011184	OTHER	0.999989	0.000009	0.000002	
PIERAPG00000011364	OTHER	0.999110	0.000012	0.000878	
PIERAPG00000008640	OTHER	0.999907	0.000062	0.000031	
PIERAPG00000014289	OTHER	0.999985	0.000013	0.000002	
PIERAPG00000005444	SP	0.000740	0.999251	0.000009	CS pos: 17-18. IQC-EP. Pr: 0.9571
PIERAPG00000010046	mTP	0.023947	0.000058	0.975995	CS pos: 23-24. KNF-ST. Pr: 0.4907
PIERAPG00000003441	OTHER	0.623824	0.000386	0.375790	
PIERAPG00000007217	SP	0.089116	0.907793	0.003091	CS pos: 26-27. VLS-DV. Pr: 0.6882
PIERAPG00000008439	SP	0.004027	0.995903	0.000070	CS pos: 22-23. VHG-KV. Pr: 0.7625
PIERAPG00000009513	OTHER	0.619420	0.106377	0.274203	
PIERAPG00000005633	OTHER	0.988401	0.003286	0.008313	
PIERAPG00000013415	OTHER	0.999268	0.000419	0.000312	
PIERAPG00000013502	OTHER	0.999610	0.000188	0.000202	
PIERAPG00000000334	OTHER	0.999980	0.000007	0.000013	
PIERAPG00000003823	OTHER	0.999993	0.000005	0.000002	
PIERAPG00000006317	OTHER	0.999955	0.000029	0.000016	
PIERAPG00000010812	mTP	0.090584	0.229287	0.680129	CS pos: 35-36. RTN-TS. Pr: 0.1416
PIERAPG00000000290	OTHER	0.985547	0.006805	0.007648	
PIERAPG00000013519	OTHER	0.999720	0.000215	0.000065	
PIERAPG00000014201	OTHER	0.871374	0.125955	0.002671	
PIERAPG00000011562	OTHER	0.999532	0.000129	0.000338	
PIERAPG00000005470	OTHER	0.997829	0.001956	0.000215	
PIERAPG00000009859	OTHER	0.999427	0.000547	0.000026	
PIERAPG00000009690	OTHER	0.999853	0.000084	0.000063	
PIERAPG00000002467	OTHER	0.999973	0.000010	0.000016	
PIERAPG00000007442	OTHER	0.999961	0.000034	0.000005	
PIERAPG00000002556	OTHER	0.999867	0.000102	0.000031	
PIERAPG00000001083	OTHER	0.999858	0.000118	0.000024	
PIERAPG00000002935	OTHER	0.999986	0.000010	0.000004	
PIERAPG00000003587	OTHER	0.449281	0.320502	0.230217	
PIERAPG00000007714	OTHER	0.999979	0.000002	0.000019	
PIERAPG00000008432	OTHER	0.999964	0.000026	0.000010	
PIERAPG00000010858	OTHER	0.999010	0.000188	0.000802	
PIERAPG00000005965	SP	0.041185	0.958094	0.000721	CS pos: 24-25. ATS-RR. Pr: 0.9491
PIERAPG00000007822	OTHER	0.489838	0.224068	0.286093	
PIERAPG00000010752	mTP	0.000466	0.000005	0.999529	CS pos: 31-32. SRF-AS. Pr: 0.8125
PIERAPG00000008728	OTHER	0.999480	0.000220	0.000300	
PIERAPG00000011149	OTHER	0.999841	0.000083	0.000076	
PIERAPG00000014107	SP	0.000016	0.999984	0.000001	CS pos: 18-19. AIG-DE. Pr: 0.9387
PIERAPG00000000092	SP	0.000622	0.999352	0.000025	CS pos: 18-19. SXA-LY. Pr: 0.7562
PIERAPG00000010310	SP	0.000003	0.999997	0.000000	CS pos: 15-16. ALA-DP. Pr: 0.9348
PIERAPG00000000506	SP	0.000401	0.999598	0.000001	CS pos: 17-18. VFA-EK. Pr: 0.9750
PIERAPG00000013340	SP	0.000011	0.999988	0.000001	CS pos: 17-18. AWA-KP. Pr: 0.9331
PIERAPG00000014839	SP	0.014217	0.985598	0.000185	CS pos: 18-19. VLG-KA. Pr: 0.8846
PIERAPG00000004578	SP	0.024769	0.975167	0.000064	CS pos: 24-25. VFA-EK. Pr: 0.9727
PIERAPG00000009450	OTHER	0.976438	0.005693	0.017868	
PIERAPG00000001724	SP	0.251360	0.613996	0.134645	CS pos: 23-24. GFA-YY. Pr: 0.9318
PIERAPG00000011021	OTHER	0.997370	0.000284	0.002345	
PIERAPG00000014464	OTHER	0.999904	0.000055	0.000041	
PIERAPG00000010398	OTHER	0.972109	0.000182	0.027709	
PIERAPG00000003762	OTHER	0.997701	0.000110	0.002189	
PIERAPG00000001858	SP	0.007920	0.992079	0.000001	CS pos: 24-25. VLT-FE. Pr: 0.6085
PIERAPG00000005968	OTHER	0.999981	0.000014	0.000005	
PIERAPG00000007290	OTHER	0.750551	0.247425	0.002024	
PIERAPG00000005688	SP	0.000187	0.999809	0.000005	CS pos: 16-17. SLA-MP. Pr: 0.7832
PIERAPG00000008742	OTHER	0.999931	0.000018	0.000050	
PIERAPG00000011297	OTHER	0.999512	0.000243	0.000245	
PIERAPG00000009867	OTHER	0.999797	0.000137	0.000067	
PIERAPG00000009250	OTHER	0.998702	0.000865	0.000433	
PIERAPG00000002469	OTHER	0.999992	0.000002	0.000006	
PIERAPG00000000107	OTHER	0.999963	0.000020	0.000018	
PIERAPG00000010227	OTHER	0.998619	0.001178	0.000203	
PIERAPG00000005130	SP	0.009876	0.990104	0.000021	CS pos: 20-21. CNS-TL. Pr: 0.7949
PIERAPG00000008751	OTHER	0.999552	0.000129	0.000318	
PIERAPG00000003112	OTHER	0.999616	0.000309	0.000075	
PIERAPG00000003748	OTHER	0.998550	0.000146	0.001304	
PIERAPG00000009886	OTHER	0.999844	0.000005	0.000150	
PIERAPG00000001335	OTHER	0.994338	0.002465	0.003197	
PIERAPG00000002611	OTHER	0.974773	0.002626	0.022601	
PIERAPG00000001593	OTHER	0.999925	0.000057	0.000018	
PIERAPG00000004347	OTHER	0.999749	0.000094	0.000157	
PIERAPG00000008928	OTHER	0.985372	0.008298	0.006330	
PIERAPG00000008027	OTHER	0.999726	0.000160	0.000114	
PIERAPG00000009848	OTHER	0.999893	0.000078	0.000029	
PIERAPG00000010882	OTHER	0.999915	0.000034	0.000052	
PIERAPG00000005015	OTHER	0.999508	0.000290	0.000202	
PIERAPG00000011114	OTHER	0.999763	0.000166	0.000071	
PIERAPG00000008827	OTHER	0.999712	0.000205	0.000083	
PIERAPG00000007409	OTHER	0.999973	0.000020	0.000007	
PIERAPG00000009428	OTHER	0.999936	0.000044	0.000020	
PIERAPG00000007183	OTHER	0.999727	0.000263	0.000010	
PIERAPG00000003501	OTHER	0.999855	0.000100	0.000045	
PIERAPG00000010972	OTHER	0.999348	0.000096	0.000556	
PIERAPG00000010225	OTHER	0.996702	0.000424	0.002874	
PIERAPG00000008003	OTHER	0.996616	0.000402	0.002982	
PIERAPG00000000504	OTHER	0.999828	0.000162	0.000011	
PIERAPG00000006726	OTHER	0.796310	0.001114	0.202576	
PIERAPG00000006866	SP	0.002721	0.997275	0.000004	CS pos: 20-21. SNG-AI. Pr: 0.7886
PIERAPG00000008866	OTHER	0.939384	0.059159	0.001457	
PIERAPG00000001999	OTHER	0.997272	0.002022	0.000705	
PIERAPG00000013365	OTHER	0.994448	0.003747	0.001805	
PIERAPG00000005623	OTHER	0.999992	0.000001	0.000007	
PIERAPG00000013665	OTHER	0.999840	0.000122	0.000038	
PIERAPG00000012162	OTHER	0.990182	0.000345	0.009473	
PIERAPG00000008387	OTHER	0.999782	0.000054	0.000164	
PIERAPG00000002625	OTHER	0.999629	0.000246	0.000126	
PIERAPG00000012008	SP	0.074013	0.919261	0.006725	CS pos: 20-21. FLS-RK. Pr: 0.2485
PIERAPG00000000474	OTHER	0.999525	0.000405	0.000070	
PIERAPG00000001342	OTHER	0.999793	0.000175	0.000032	
PIERAPG00000002373	SP	0.001286	0.998545	0.000168	CS pos: 17-18. ANG-YK. Pr: 0.6984
PIERAPG00000011103	OTHER	0.999950	0.000004	0.000047	
PIERAPG00000001176	OTHER	0.999890	0.000066	0.000044	
PIERAPG00000006172	OTHER	0.999287	0.000072	0.000641	
PIERAPG00000014874	OTHER	0.959076	0.000200	0.040724	
PIERAPG00000001336	OTHER	0.914378	0.000007	0.085615	
PIERAPG00000012429	OTHER	0.999990	0.000004	0.000006	
PIERAPG00000001076	OTHER	0.999727	0.000012	0.000262	
PIERAPG00000006249	SP	0.081462	0.918112	0.000426	CS pos: 31-32. CGS-TN. Pr: 0.4367
PIERAPG00000006225	SP	0.001765	0.997532	0.000703	CS pos: 18-19. CSA-IL. Pr: 0.7446
PIERAPG00000009245	OTHER	0.999406	0.000521	0.000074	
PIERAPG00000003775	OTHER	0.999828	0.000016	0.000156	
PIERAPG00000002337	OTHER	0.992258	0.006997	0.000746	
PIERAPG00000008723	OTHER	0.999977	0.000008	0.000015	
PIERAPG00000004287	OTHER	0.989118	0.000261	0.010621	
PIERAPG00000004218	OTHER	0.999799	0.000038	0.000163	
PIERAPG00000006034	OTHER	0.998393	0.001454	0.000153	
PIERAPG00000005580	OTHER	0.999128	0.000492	0.000380	
PIERAPG00000012290	OTHER	0.999974	0.000013	0.000013	
PIERAPG00000003783	OTHER	0.999970	0.000020	0.000010	
PIERAPG00000001449	OTHER	0.999489	0.000126	0.000385	
PIERAPG00000009366	OTHER	0.999895	0.000053	0.000053	
PIERAPG00000011337	OTHER	0.999373	0.000460	0.000167	
PIERAPG00000007032	OTHER	0.998993	0.000648	0.000359	
PIERAPG00000003701	OTHER	0.867440	0.003315	0.129244	
PIERAPG00000013968	OTHER	0.999944	0.000018	0.000038	
PIERAPG00000007762	OTHER	0.999986	0.000010	0.000004	
PIERAPG00000010679	OTHER	0.998680	0.000204	0.001116	
PIERAPG00000004840	OTHER	0.999985	0.000012	0.000003	
PIERAPG00000006565	OTHER	0.890346	0.000201	0.109453	
PIERAPG00000001039	OTHER	0.999038	0.000111	0.000851	
PIERAPG00000011033	OTHER	0.999370	0.000259	0.000371	
PIERAPG00000014256	OTHER	0.998530	0.000021	0.001449	
PIERAPG00000015040	OTHER	0.999971	0.000018	0.000011	
PIERAPG00000004612	OTHER	0.997445	0.000001	0.002554	
PIERAPG00000012101	OTHER	0.988164	0.003616	0.008220	
PIERAPG00000003929	OTHER	0.998436	0.000025	0.001540	
PIERAPG00000011411	OTHER	0.937871	0.000008	0.062121	
PIERAPG00000011771	OTHER	0.999943	0.000005	0.000052	
PIERAPG00000002659	OTHER	0.998945	0.000014	0.001041	
PIERAPG00000011729	OTHER	0.999884	0.000000	0.000116	
PIERAPG00000001839	OTHER	0.756496	0.068459	0.175045	
PIERAPG00000001976	OTHER	0.996330	0.000016	0.003654	
PIERAPG00000011087	OTHER	0.919996	0.000020	0.079983	
PIERAPG00000005041	OTHER	0.996934	0.000020	0.003046	
PIERAPG00000003252	OTHER	0.993990	0.001079	0.004932	
PIERAPG00000001685	OTHER	0.999903	0.000008	0.000089	
PIERAPG00000012595	OTHER	0.965649	0.000033	0.034317	
PIERAPG00000000411	OTHER	0.914223	0.000014	0.085763	
PIERAPG00000012413	OTHER	0.996394	0.000023	0.003583	
PIERAPG00000007603	OTHER	0.999827	0.000046	0.000127	
PIERAPG00000003901	OTHER	0.968987	0.000231	0.030783	
PIERAPG00000000775	OTHER	0.994607	0.003678	0.001715	
PIERAPG00000003208	OTHER	0.999458	0.000007	0.000535	
PIERAPG00000007137	OTHER	0.999615	0.000022	0.000363	
PIERAPG00000007298	OTHER	0.999947	0.000007	0.000047	
PIERAPG00000013372	OTHER	0.999446	0.000011	0.000543	
PIERAPG00000007723	OTHER	0.940361	0.000177	0.059462	
PIERAPG00000012034	OTHER	0.989321	0.000036	0.010643	
PIERAPG00000006146	OTHER	0.999936	0.000031	0.000033	
PIERAPG00000011484	OTHER	0.999969	0.000029	0.000002	
PIERAPG00000012764	SP	0.497367	0.501943	0.000690	CS pos: 21-22. AAA-DI. Pr: 0.5242
PIERAPG00000006754	OTHER	0.997948	0.000042	0.002009	
PIERAPG00000007504	OTHER	0.998975	0.000959	0.000067	
PIERAPG00000006086	OTHER	0.999964	0.000023	0.000014	
PIERAPG00000007429	OTHER	0.995010	0.001054	0.003936	
PIERAPG00000005748	OTHER	0.998074	0.000037	0.001890	
PIERAPG00000004923	OTHER	0.999862	0.000010	0.000127	
PIERAPG00000003188	OTHER	0.996003	0.000037	0.003960	
PIERAPG00000007410	OTHER	0.998995	0.000048	0.000956	
PIERAPG00000008099	OTHER	0.999541	0.000007	0.000453	
PIERAPG00000004225	SP	0.248520	0.751378	0.000102	CS pos: 32-33. VKM-QN. Pr: 0.4773
PIERAPG00000012865	OTHER	0.999161	0.000016	0.000823	
PIERAPG00000013142	OTHER	0.984953	0.000106	0.014942	
PIERAPG00000005486	OTHER	0.992819	0.000049	0.007132	
PIERAPG00000002300	OTHER	0.999978	0.000002	0.000020	
PIERAPG00000007551	OTHER	0.955468	0.002415	0.042117	
PIERAPG00000006812	OTHER	0.992351	0.005526	0.002123	
PIERAPG00000014721	OTHER	0.968286	0.000586	0.031128	
PIERAPG00000005176	OTHER	0.999814	0.000025	0.000160	
PIERAPG00000011183	OTHER	0.999988	0.000003	0.000009	
PIERAPG00000008196	OTHER	0.998204	0.000038	0.001759	
PIERAPG00000002232	OTHER	0.988753	0.000038	0.011209	
PIERAPG00000001092	OTHER	0.999647	0.000173	0.000180	
PIERAPG00000008179	OTHER	0.966577	0.000124	0.033298	
PIERAPG00000003107	OTHER	0.999837	0.000002	0.000160	
PIERAPG00000001894	OTHER	0.963549	0.022320	0.014131	
PIERAPG00000001660	OTHER	0.999087	0.000188	0.000725	
PIERAPG00000008468	OTHER	0.999738	0.000241	0.000021	
PIERAPG00000006296	OTHER	0.758755	0.238817	0.002428	
PIERAPG00000011301	OTHER	0.999358	0.000019	0.000623	
PIERAPG00000005792	OTHER	0.999982	0.000001	0.000017	
PIERAPG00000014531	OTHER	0.999919	0.000075	0.000006	
PIERAPG00000012268	OTHER	0.999307	0.000032	0.000661	
PIERAPG00000009157	OTHER	0.999999	0.000001	0.000001	
PIERAPG00000011047	OTHER	0.998538	0.000351	0.001111	
PIERAPG00000011422	OTHER	0.949879	0.032884	0.017237	
PIERAPG00000007952	OTHER	0.966386	0.033148	0.000465	
PIERAPG00000009034	OTHER	0.992191	0.000705	0.007104	
PIERAPG00000013912	OTHER	0.818744	0.017038	0.164218	
PIERAPG00000012350	OTHER	0.828272	0.000899	0.170829	
PIERAPG00000006359	OTHER	0.997847	0.002093	0.000060	
PIERAPG00000011491	OTHER	0.813199	0.073017	0.113784	
PIERAPG00000012583	OTHER	0.999064	0.000107	0.000829	
PIERAPG00000003561	SP	0.001192	0.998784	0.000025	CS pos: 17-18. IMA-DD. Pr: 0.9340
PIERAPG00000000727	SP	0.028832	0.968992	0.002177	CS pos: 17-18. TIA-VI. Pr: 0.7617
PIERAPG00000006208	SP	0.028148	0.969671	0.002181	CS pos: 17-18. TIA-VI. Pr: 0.7617
PIERAPG00000011355	OTHER	0.999988	0.000002	0.000010	
PIERAPG00000006687	SP	0.035438	0.964516	0.000046	CS pos: 19-20. LDC-LD. Pr: 0.3088
PIERAPG00000011727	OTHER	0.999685	0.000124	0.000191	
PIERAPG00000006717	OTHER	0.999712	0.000189	0.000100	
PIERAPG00000009650	OTHER	0.768156	0.000207	0.231638	
PIERAPG00000008977	OTHER	0.998781	0.000075	0.001143	
PIERAPG00000012796	OTHER	0.722775	0.010095	0.267129	
PIERAPG00000000803	OTHER	0.998685	0.001162	0.000153	
PIERAPG00000006607	OTHER	0.979598	0.001180	0.019222	
PIERAPG00000008793	OTHER	0.999936	0.000017	0.000047	
PIERAPG00000014115	OTHER	0.992902	0.005334	0.001764	
PIERAPG00000001207	OTHER	0.999973	0.000020	0.000006	
PIERAPG00000011255	OTHER	0.987886	0.000366	0.011748	
PIERAPG00000002640	OTHER	0.999802	0.000078	0.000120	
PIERAPG00000002682	OTHER	0.999996	0.000002	0.000001	
PIERAPG00000006578	OTHER	0.999916	0.000005	0.000079	
PIERAPG00000004223	OTHER	0.998606	0.000774	0.000620	
PIERAPG00000004798	SP	0.002952	0.997004	0.000045	CS pos: 17-18. VTA-EN. Pr: 0.9193
PIERAPG00000013060	OTHER	0.999340	0.000145	0.000515	
PIERAPG00000014257	OTHER	0.976705	0.014694	0.008601	
PIERAPG00000000749	OTHER	0.988874	0.010699	0.000426	
PIERAPG00000003946	SP	0.067219	0.931652	0.001129	CS pos: 17-18. VAS-IF. Pr: 0.2351
PIERAPG00000013114	SP	0.062755	0.936072	0.001173	CS pos: 19-20. GTC-DP. Pr: 0.7907
PIERAPG00000002971	SP	0.000410	0.999589	0.000001	CS pos: 16-17. VLG-AS. Pr: 0.4030
PIERAPG00000014603	OTHER	0.999599	0.000048	0.000354	
PIERAPG00000007512	OTHER	0.999934	0.000043	0.000023	
PIERAPG00000000603	OTHER	0.859788	0.126582	0.013630	
PIERAPG00000006166	OTHER	0.999954	0.000025	0.000021	
PIERAPG00000010883	OTHER	0.999999	0.000001	0.000000	
PIERAPG00000007737	OTHER	0.999983	0.000014	0.000003	
PIERAPG00000010977	SP	0.005555	0.994437	0.000009	CS pos: 15-16. AET-QE. Pr: 0.6929
PIERAPG00000006329	OTHER	0.999981	0.000008	0.000010	
PIERAPG00000014054	SP	0.003455	0.996472	0.000072	CS pos: 24-25. ASG-QI. Pr: 0.9549
PIERAPG00000006075	SP	0.003478	0.996455	0.000067	CS pos: 23-24. ANS-IF. Pr: 0.4834
PIERAPG00000010479	SP	0.000797	0.999197	0.000006	CS pos: 18-19. VAA-DE. Pr: 0.7398
PIERAPG00000007655	OTHER	0.999986	0.000001	0.000013	
PIERAPG00000008213	OTHER	0.999897	0.000085	0.000018	
PIERAPG00000006001	OTHER	0.999826	0.000054	0.000121	
PIERAPG00000001716	OTHER	0.987684	0.000996	0.011320	
PIERAPG00000001805	OTHER	0.546267	0.002595	0.451138	
PIERAPG00000012410	OTHER	0.986430	0.000112	0.013458	
PIERAPG00000009531	OTHER	0.996253	0.000581	0.003166	
PIERAPG00000009570	OTHER	0.999526	0.000134	0.000340	
