"","GeneID","TrxID","Means.All","Means.Apy","Means.Eupy","Apyrene_vs_Eupyrene_p.bh","significant_bh","Apyrene_vs_Eupyrene_diff","desc","subject_seq.id","expect_value","organism_commonName","organism_scientificName","organism_group","function."
"240","PIERAPG00000002139","PIERAPT00000005138",16.2574996895404,16.4715785671226,16.2574996895404,0.791214888561995,FALSE,0.392477942233977,"Elongation factor Tu, mitochondrial","Q8BFR5.1",0,"house mouse","Mus musculus","rodents","RecName: Full=Elongation factor Tu, mitochondrial; Flags: Precursor"
"241","PIERAPG00000002172","PIERAPT00000005202",19.2589778202028,19.5749999944303,19.2589778202028,0.333712476907525,FALSE,0.579373986083837,"Dynein heavy chain","Q8WXX0.2",0,"human","Homo sapiens","primates","RecName: Full=Dynein heavy chain 7, axonemal; AltName: Full=Axonemal beta dynein heavy chain 7; AltName: Full=Ciliary dynein heavy chain 7; AltName: Full=Dynein heavy chain-like protein 2; AltName: Full=hDHC2"
"242","PIERAPG00000002187","PIERAPT00000005232",20.3145157449009,20.11734372673,20.3145157449009,0.619851359169494,FALSE,-0.361482033313326,"Phosphoserine aminotransferase, pyridoxal phosphate binding","Q9VAN0.1",3.23e-164,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Probable phosphoserine aminotransferase; Short=PSAT; AltName: Full=Phosphohydroxythreonine aminotransferase"
"243","PIERAPG00000002194","PIERAPT00000005258",17.1439244708819,17.4660017009437,17.1439244708819,0.417152144447905,FALSE,0.590474921779862,NA,NA,NA,NA,NA,NA,NA
"244","PIERAPG00000002201","PIERAPT00000005271",16.9548261365828,17.2017158686028,16.9548261365828,0.339485350912859,FALSE,0.452631175370087,"Bleomycin hydrolase","P87362.1",1.03e-135,"chicken","Gallus gallus","birds","RecName: Full=Bleomycin hydrolase; Short=BH; Short=BLM hydrolase; Short=BMH; AltName: Full=Aminopeptidase H"
"245","PIERAPG00000002204","PIERAPT00000005280",14.9078751274932,15.2425675175076,14.9078751274932,0.406359871334244,FALSE,0.613602715026273,"2-hydroxyphytanoyl-CoA lyase","Q9UJ83.2",0,"human","Homo sapiens","primates","RecName: Full=2-hydroxyacyl-CoA lyase 1; AltName: Full=2-hydroxyphytanoyl-CoA lyase; Short=2-HPCL; AltName: Full=Phytanoyl-CoA 2-hydroxylase 2"
"246","PIERAPG00000002215","PIERAPT00000005315",14.7535614123795,15.1662849991806,14.7535614123795,0.472395594889927,FALSE,0.756659909135296,"multiple inositol polyphosphate phosphatase 1-like","Q9VV72.2",2.79e-27,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Multiple inositol polyphosphate phosphatase 1; AltName: Full=2,3-bisphosphoglycerate 3-phosphatase; Short=2,3-BPG phosphatase; AltName: Full=Inositol (1,3,4,5)-tetrakisphosphate 3-phosphatase; Short=Ins(1,3,4,5)P(4) 3-phosphatase; Flags: Precursor"
"247","PIERAPG00000002218","PIERAPT00000005320",17.7785254451355,18.3459021231558,17.7785254451355,0.0248816812373546,TRUE,1.04019057637059,"Short-chain specific acyl-CoA dehydrogenase","Q5RAS0.1",7.02e-117,"Sumatran orangutan","Pongo abelii","primates","RecName: Full=Short-chain specific acyl-CoA dehydrogenase, mitochondrial; Short=SCAD; AltName: Full=Butyryl-CoA dehydrogenase; Flags: Precursor"
"248","PIERAPG00000002226","PIERAPT00000005339",20.4036650898196,18.7045739180016,20.4036650898196,0.000402480566078283,TRUE,-3.1150004816663,"Kazal-like domain-containing protein",NA,NA,NA,NA,NA,NA
"249","PIERAPG00000002232","PIERAPT00000005348",17.1234633244811,17.4311121724874,17.1234633244811,0.577950860273269,FALSE,0.564022888011678,"40S ribosomal protein S9","P55935.2",4.13e-119,"fruit fly","Drosophila melanogaster;Drosophila yakuba","flies","RecName: Full=40S ribosomal protein S9"
"250","PIERAPG00000002237","PIERAPT00000005354",20.0219975262155,20.5621610162437,20.0219975262155,0.144144211161689,FALSE,0.990299731718405,NA,NA,NA,NA,NA,NA,NA
"251","PIERAPG00000002255","PIERAPT00000005385",20.657519718676,20.5394203456791,20.657519718676,0.80055507380609,FALSE,-0.216515517161067,NA,NA,NA,NA,NA,NA,NA
"252","PIERAPG00000002272","PIERAPT00000005442",20.0743265907262,20.0615598089659,20.0743265907262,0.986576872122672,FALSE,-0.0234057665606535,"Transferrin","P22297.1",0,"tobacco hornworm","Manduca sexta","moths","RecName: Full=Transferrin; Flags: Precursor"
"253","PIERAPG00000002294","PIERAPT00000005488",15.45984924654,16.0395345989221,15.45984924654,0.0437546926806077,TRUE,1.06275647936717,"Acyl-coenzyme A oxidase","Q7KML2.1",0,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Probable peroxisomal acyl-coenzyme A oxidase 1"
"254","PIERAPG00000002295","PIERAPT00000005489",13.9447996345099,14.2849136981252,13.9447996345099,0.271419994305351,FALSE,0.623542449961255,"GTP binding protein alpha subunit Go","P38404.1",0,"migratory locust","Locusta migratoria","grasshoppers","RecName: Full=Guanine nucleotide-binding protein G(o) subunit alpha"
"255","PIERAPG00000002297","PIERAPT00000005491",17.0579597380894,16.8483138448675,17.0579597380894,0.577950860273269,FALSE,-0.384350804240107,"coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial-like","Q9D1L0.1",2.04e-17,"house mouse","Mus musculus","rodents","RecName: Full=Coiled-coil-helix-coiled-coil-helix domain-containing protein 2"
"256","PIERAPG00000002300","PIERAPT00000005494",18.3977472494137,18.620054264273,18.3977472494137,0.667530987191654,FALSE,0.407562860575446,"40S ribosomal protein S26","Q9GT45.2",5.58e-68,"African malaria mosquito","Anopheles gambiae","mosquitos","RecName: Full=40S ribosomal protein S26"
"257","PIERAPG00000002303","PIERAPT00000005497",16.6755363276936,16.6595410294786,16.6755363276936,0.986139365341051,FALSE,-0.029324713394093,"Peptidylprolyl isomerase","P68106.2",5.71e-59,"human","Homo sapiens;Bos taurus","even-toed ungulates;primates","RecName: Full=Peptidyl-prolyl cis-trans isomerase FKBP1B; Short=PPIase FKBP1B; AltName: Full=12.6 kDa FK506-binding protein; Short=12.6 kDa FKBP; Short=FKBP-12.6; AltName: Full=FK506-binding protein 1B; Short=FKBP-1B; AltName: Full=Immunophilin FKBP12.6; AltName: Full=Rotamase; AltName: Full=h-FKBP-12"
"258","PIERAPG00000002309","PIERAPT00000005505",16.6979290679139,16.8178074048842,16.6979290679139,0.751563479520628,FALSE,0.219776951112294,"Proteasome inhibitor","Q9V637.1",7.61e-42,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Proteasome inhibitor PI31 subunit"
"259","PIERAPG00000002316","PIERAPT00000005520",22.6450621545171,23.4955409423045,22.6450621545171,0.0030291321054485,TRUE,1.55921111094343,"Metalloendopeptidase","P98070.1",2.6e-13,"African clawed frog","Xenopus laevis","frogs & toads","RecName: Full=Bone morphogenetic protein 1; Short=BMP-1; Flags: Precursor"
"260","PIERAPG00000002337","PIERAPT00000005571",19.1894432060961,19.460387955011,19.1894432060961,0.577997390491115,FALSE,0.49673203967744,"40S ribosomal protein S27","P55833.2",5.32e-47,"American lobster","Homarus americanus","crustaceans","RecName: Full=40S ribosomal protein S27"
"261","PIERAPG00000002355","PIERAPT00000005614",16.3855793417494,14.9179304522781,16.3855793417494,0.000419888954761388,TRUE,-2.69068963069734,NA,NA,NA,NA,NA,NA,NA
"262","PIERAPG00000002356","PIERAPT00000005615",17.0277277601029,17.3421636745313,17.0277277601029,0.313880068928293,FALSE,0.576465843118754,"Coiled-coil domain-containing protein 39","P0CK98.2",2.03e-27,"zebrafish","Danio rerio","bony fishes","RecName: Full=Coiled-coil domain-containing protein 39"
"263","PIERAPG00000002366","PIERAPT00000005642",19.2888280989623,19.4821707742132,19.2888280989623,0.643638970791662,FALSE,0.354461571293427,"Hypoxia up-regulated protein 1","Q63617.1",4.67e-82,"Norway rat","Rattus norvegicus","rodents","RecName: Full=Hypoxia up-regulated protein 1; AltName: Full=150 kDa oxygen-regulated protein; Short=ORP-150; Flags: Precursor"
"264","PIERAPG00000002367","PIERAPT00000005643",16.160999834953,15.6403415270844,16.160999834953,0.341124642333295,FALSE,-0.954540231092304,"alpha-crystallin B chain-like","P82147.1",4.08e-16,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Protein lethal(2)essential for life; AltName: Full=Protein Efl21"
"265","PIERAPG00000002373","PIERAPT00000005660",17.7640751619562,18.166546876729,17.7640751619562,0.158669752094393,FALSE,0.737864810416877,"Gluconolactonase","Q06AA3.1",1.23e-62,"pig","Sus scrofa","even-toed ungulates","RecName: Full=Regucalcin; Short=RC; AltName: Full=Gluconolactonase; Short=GNL; AltName: Full=Senescence marker protein 30; Short=SMP-30"
"266","PIERAPG00000002385","PIERAPT00000005691",19.9759647562706,20.1758949316767,19.9759647562706,0.543622055577079,FALSE,0.366538654911317,"SCP domain-containing protein",NA,NA,NA,NA,NA,NA
"267","PIERAPG00000002399","PIERAPT00000005711",14.7657523411678,14.8663125247758,14.7657523411678,0.8228874104845,FALSE,0.184360336614724,"transforming growth factor beta-1-induced transcript 1 protein isoform X1","Q3MHZ4.2",6.69e-48,"cattle","Bos taurus","even-toed ungulates","RecName: Full=Transforming growth factor beta-1-induced transcript 1 protein; AltName: Full=Hydrogen peroxide-inducible clone 5 protein; Short=Hic-5"
"268","PIERAPG00000002400","PIERAPT00000005713",16.5597935870995,16.6433078631952,16.5597935870995,0.863323161751361,FALSE,0.153109506175472,"Ubiquitin carboxyl-terminal hydrolase","Q9JKB1.2",4.12e-85,"house mouse","Mus musculus","rodents","RecName: Full=Ubiquitin carboxyl-terminal hydrolase isozyme L3; Short=UCH-L3; AltName: Full=Ubiquitin thioesterase L3"
"269","PIERAPG00000002441","PIERAPT00000005792",19.1217868065598,19.5951574952744,19.1217868065598,0.259678530460338,FALSE,0.867846262643546,NA,NA,NA,NA,NA,NA,NA
"270","PIERAPG00000002451","PIERAPT00000005823",20.2385750060198,20.1459620552602,20.2385750060198,0.848432253012919,FALSE,-0.169790409725913,"Apolipophorins","Q25490.1",0,"tobacco hornworm","Manduca sexta","moths","RecName: Full=Apolipophorins; Contains: RecName: Full=Apolipophorin-2; AltName: Full=Apolipophorin II; AltName: Full=apoLp-2; Contains: RecName: Full=Apolipophorin-1; AltName: Full=Apolipophorin I; AltName: Full=apoLp-1; Flags: Precursor"
"271","PIERAPG00000002467","PIERAPT00000005850",17.8056852804296,18.0392357953271,17.8056852804296,0.445354708797973,FALSE,0.428175943978772,"26S proteasome regulatory ATPase subunit 10B","P62333.1",0,"human","Homo sapiens;Mus musculus;Ictidomys tridecemlineatus","primates;rodents","RecName: Full=26S proteasome regulatory subunit 10B; AltName: Full=26S proteasome AAA-ATPase subunit RPT4; AltName: Full=Proteasome 26S subunit ATPase 6; AltName: Full=Proteasome subunit p42"
"272","PIERAPG00000002469","PIERAPT00000005852",14.4093468020586,14.5881134931311,14.4093468020586,0.523338628726375,FALSE,0.327738933632892,"protein phosphatase 1 regulatory subunit 36-like","Q68FW6.1",1.45e-10,"Norway rat","Rattus norvegicus","rodents","RecName: Full=Protein phosphatase 1 regulatory subunit 36"
"273","PIERAPG00000002471","PIERAPT00000005856",14.9212140580212,15.240043299971,14.9212140580212,0.305151159577077,FALSE,0.584520276908082,"Fatty-acid amide hydrolase","Q6GMR7.1",4.72e-95,"human","Homo sapiens","primates","RecName: Full=Fatty-acid amide hydrolase 2; AltName: Full=Amidase domain-containing protein; AltName: Full=Anandamide amidohydrolase 2; AltName: Full=Oleamide hydrolase 2"
"274","PIERAPG00000002490","PIERAPT00000005897",15.4657461003278,15.2178185613724,15.4657461003278,0.586964968125044,FALSE,-0.45453382141825,"Complex I-SGDH","O43674.1",2.99e-29,"human","Gorilla gorilla gorilla;Pan troglodytes;Homo sapiens","primates","RecName: Full=NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial; AltName: Full=Complex I-SGDH; Short=CI-SGDH; AltName: Full=NADH-ubiquinone oxidoreductase SGDH subunit; Flags: Precursor"
"275","PIERAPG00000002527","PIERAPT00000005977",20.2889971836596,20.0643179098934,20.2889971836596,0.640871430346709,FALSE,-0.411912001904753,"venom serine carboxypeptidase","C9WMM5.1",6.16e-90,"honey bee","Apis mellifera","bees","RecName: Full=Venom serine carboxypeptidase; AltName: Allergen=Api m 9; Flags: Precursor"
"276","PIERAPG00000002530","PIERAPT00000005981",16.1255763547651,16.601870145525,16.1255763547651,0.0674607974145662,FALSE,0.873205283059768,"Casein kinase I isoform gamma-3","Q5R4V3.1",0,"Sumatran orangutan","Pongo abelii","primates","RecName: Full=Casein kinase I isoform gamma-3; Short=CKI-gamma 3"
"277","PIERAPG00000002536","PIERAPT00000006003",13.862630811878,13.9843602318899,13.862630811878,0.763662484848935,FALSE,0.22317060335514,"Aminoacyl tRNA synthetase complex interacting multifunctional protein 1","O54873.1",3.99e-68,"Chinese hamster","Cricetulus griseus","rodents","RecName: Full=Aminoacyl tRNA synthase complex-interacting multifunctional protein 1; AltName: Full=Multisynthase complex auxiliary component p43; Contains: RecName: Full=Endothelial monocyte-activating polypeptide 2; AltName: Full=EMAP-II; AltName: Full=Small inducible cytokine subfamily E member 1"
"278","PIERAPG00000002539","PIERAPT00000006010",19.7831973656988,20.2505618658107,19.7831973656988,0.0974344793743478,FALSE,0.856834916871733,NA,NA,NA,NA,NA,NA,NA
"279","PIERAPG00000002540","PIERAPT00000006011",21.3891847341237,19.4671974960963,21.3891847341237,4.89591867461199e-05,TRUE,-3.5236432697168,"BPTI/Kunitz domain-containing protein-like","O54819.1",1.27e-23,"house mouse","Mus musculus","rodents","RecName: Full=Tissue factor pathway inhibitor; Short=TFPI; AltName: Full=Extrinsic pathway inhibitor; Short=EPI; AltName: Full=Lipoprotein-associated coagulation inhibitor; Short=LACI; Flags: Precursor"
"280","PIERAPG00000002556","PIERAPT00000006037",13.1625762331426,13.3383065060683,13.1625762331426,0.565882447455957,FALSE,0.322172167030454,"26S proteasome non-ATPase regulatory subunit 5","Q0P5A6.1",3e-58,"cattle","Bos taurus","even-toed ungulates","RecName: Full=26S proteasome non-ATPase regulatory subunit 5"
"281","PIERAPG00000002592","PIERAPT00000006130",19.8658495022007,19.9317572500234,19.8658495022007,0.90883452236866,FALSE,0.120830871008241,NA,"O97398.1",4.03e-05,"mustard beetle","Phaedon cochleariae","beetles","RecName: Full=Chymotrypsin; Flags: Precursor"
"282","PIERAPG00000002599","PIERAPT00000006151",17.7452768894338,17.8881616128967,17.7452768894338,0.751563479520628,FALSE,0.261955326348623,"ATP-binding cassette transporter (ABC transporter) family B member","Q61102.3",0,"house mouse","Mus musculus","rodents","RecName: Full=ATP-binding cassette sub-family B member 7, mitochondrial; AltName: Full=ATP-binding cassette transporter 7; Short=ABC transporter 7 protein"
"283","PIERAPG00000002611","PIERAPT00000006178",16.7783816128355,16.8555653642176,16.7783816128355,0.839571786574227,FALSE,0.141503544200447,"proteasome subunit alpha type-7-1","P22769.2",2.12e-69,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Proteasome subunit alpha type-7-1; AltName: Full=PROS-Dm28.1; AltName: Full=Proteasome 28 kDa subunit 1"
"284","PIERAPG00000002614","PIERAPT00000006182",15.7561981733767,15.5818217480414,15.7561981733767,0.582347473064631,FALSE,-0.319690113114779,"Cilia- and flagella-associated protein 299","Q5PQ44.1",2.35e-54,"African clawed frog","Xenopus laevis","frogs & toads","RecName: Full=Cilia- and flagella-associated protein 299"
"285","PIERAPG00000002617","PIERAPT00000006185",15.1333861535282,15.8044749485243,15.1333861535282,0.0142955454111682,TRUE,1.23032945749279,"UBX domain-containing protein 4","Q5R4I3.1",3.13e-64,"Sumatran orangutan","Pongo abelii","primates","RecName: Full=UBX domain-containing protein 4; AltName: Full=UBX domain-containing protein 2"
"286","PIERAPG00000002622","PIERAPT00000006202",15.3418531369889,15.2097043244867,15.3418531369889,0.735653130397654,FALSE,-0.242272822920668,NA,"Q32LE4.1",1.78e-31,"cattle","Bos taurus","even-toed ungulates","RecName: Full=Gamma-glutamylcyclotransferase"
"287","PIERAPG00000002625","PIERAPT00000006205",18.9460854561175,18.6243135990447,18.9460854561175,0.635612849663168,FALSE,-0.589915071300219,"RNA exonuclease 4","Q4PER6.1",1.64e-32,"Ustilago maydis 521","Ustilago maydis 521","smut fungi","RecName: Full=RNA exonuclease 4"
"288","PIERAPG00000002640","PIERAPT00000006242",13.9228779372256,14.3563417007392,13.9228779372256,0.140500346009351,FALSE,0.794683566441636,"Putative the phosphoinositide binding phox similarity domain of sorting nexin 3","Q9UMY4.4",1.12e-91,"human","Homo sapiens","primates","RecName: Full=Sorting nexin-12"
"289","PIERAPG00000002642","PIERAPT00000006245",15.7600373918949,15.615315417078,15.7600373918949,0.631460471049318,FALSE,-0.265323620497679,"Glucose-6-phosphate 1-dehydrogenase","P41571.1",0,"Mediterranean fruit fly","Ceratitis capitata","flies","RecName: Full=Glucose-6-phosphate 1-dehydrogenase; Short=G6PD; AltName: Full=Zwischenferment"
"290","PIERAPG00000002654","PIERAPT00000006279",16.7315443319794,17.0154063800622,16.7315443319794,0.594189490718695,FALSE,0.520413754818474,NA,"P15948.1",9.08e-05,"house mouse","Mus musculus","rodents","RecName: Full=Kallikrein 1-related peptidase b22; AltName: Full=Beta-NGF-endopeptidase; AltName: Full=Epidermal growth factor-binding protein type A; Short=EGF-BP A; AltName: Full=Glandular kallikrein K22; Short=mGK-22; AltName: Full=Nerve growth factor beta chain endopeptidase; AltName: Full=Tissue kallikrein 22; Flags: Precursor"
"291","PIERAPG00000002654","PIERAPT00000006280",19.5889869655954,17.6985690784085,19.5889869655954,4.22667745330511e-06,TRUE,-3.4657661265094,NA,"P15948.1",9.08e-05,"house mouse","Mus musculus","rodents","RecName: Full=Kallikrein 1-related peptidase b22; AltName: Full=Beta-NGF-endopeptidase; AltName: Full=Epidermal growth factor-binding protein type A; Short=EGF-BP A; AltName: Full=Glandular kallikrein K22; Short=mGK-22; AltName: Full=Nerve growth factor beta chain endopeptidase; AltName: Full=Tissue kallikrein 22; Flags: Precursor"
"292","PIERAPG00000002659","PIERAPT00000006287",16.9684350049354,17.1407707091514,16.9684350049354,0.748440820564718,FALSE,0.315948791062606,NA,"Q8WQI7.1",8.84e-127,"fall armyworm","Spodoptera frugiperda","moths","RecName: Full=60S ribosomal protein L18a"
"293","PIERAPG00000002664","PIERAPT00000006299",16.4980151673342,16.9708639356309,16.4980151673342,0.0970134704232137,FALSE,0.866889408544065,"Beta-actin","P11426.1",5.97e-71,"Entamoeba histolytica","Entamoeba histolytica","eukaryotes","RecName: Full=Actin"
"294","PIERAPG00000002680","PIERAPT00000006331",17.0261017757973,17.3376042191054,17.0261017757973,0.334546337889241,FALSE,0.57108781273152,"IQ and ubiquitin-like domain-containing protein","Q45GW3.2",4.83e-79,"Norway rat","Rattus norvegicus","rodents","RecName: Full=IQ and ubiquitin-like domain-containing protein; AltName: Full=Protein TRS4"
"295","PIERAPG00000002682","PIERAPT00000006336",14.1172848977316,13.7757254369745,14.1172848977316,0.491592041358428,FALSE,-0.626192344721426,"Sorting nexin","Q5R9A9.1",7.13e-92,"Sumatran orangutan","Pongo abelii","primates","RecName: Full=Sorting nexin-2"
"296","PIERAPG00000002704","PIERAPT00000006421",13.9967769027539,14.4457727223039,13.9967769027539,0.452587386899416,FALSE,0.823159002508335,"cell death-inducing p53-target protein 1-like",NA,NA,NA,NA,NA,NA
"297","PIERAPG00000002710","PIERAPT00000006433",16.0903979185987,17.0695569376409,16.0903979185987,0.000984780791577025,TRUE,1.79512486824406,"Complex I-9kD",NA,NA,NA,NA,NA,NA
"298","PIERAPG00000002732","PIERAPT00000006494",17.9244324674946,17.8790664132166,17.9244324674946,0.939910870926066,FALSE,-0.0831710995096806,"Eukaryotic translation initiation factor 5A","P62924.1",6.84e-100,"beet armyworm","Spodoptera exigua;Spodoptera frugiperda","moths","RecName: Full=Eukaryotic translation initiation factor 5A; Short=eIF-5A"
"299","PIERAPG00000002744","PIERAPT00000006529",17.2113363438347,15.0551036293204,17.2113363438347,9.60663401712293e-07,TRUE,-3.95309330994295,NA,NA,NA,NA,NA,NA,NA
"300","PIERAPG00000002751","PIERAPT00000006539",17.8538517800265,17.7475183695502,17.8538517800265,0.824933525110464,FALSE,-0.194944585873181,"5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase","P31335.1",0,"chicken","Gallus gallus","birds","RecName: Full=Bifunctional purine biosynthesis protein PURH; Includes: RecName: Full=Phosphoribosylaminoimidazolecarboxamide formyltransferase; AltName: Full=5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase; AltName: Full=AICAR transformylase; Includes: RecName: Full=IMP cyclohydrolase; AltName: Full=ATIC; AltName: Full=IMP synthase; AltName: Full=Inosinicase"
"301","PIERAPG00000002756","PIERAPT00000006551",15.2612224228545,15.8489031934531,15.2612224228545,0.313880068928293,FALSE,1.07741474609752,"Dynein light chain Tctex-type 1","Q9Z336.1",3.3e-41,"Norway rat","Rattus norvegicus","rodents","RecName: Full=Dynein light chain Tctex-type 1; AltName: Full=Activator of G-protein signaling 2; Short=AGS2; AltName: Full=T-complex testis-specific protein 1 homolog"
"302","PIERAPG00000002760","PIERAPT00000006557",15.6137583733345,16.0015483222674,15.6137583733345,0.283839626032607,FALSE,0.710948239710227,"Complex I-49kD","Q641Y2.1",0,"Norway rat","Rattus norvegicus","rodents","RecName: Full=NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial; AltName: Full=Complex I-49kD; Short=CI-49kD; AltName: Full=NADH-ubiquinone oxidoreductase 49 kDa subunit; Flags: Precursor"
"303","PIERAPG00000002761","PIERAPT00000006558",14.6915725689398,15.0539719999816,14.6915725689398,0.241508449785906,FALSE,0.66439895691007,"Isocitrate dehydrogenase, subunit beta (Fragment)","Q93353.1",8.97e-46,"Caenorhabditis elegans","Caenorhabditis elegans","nematodes","RecName: Full=Probable isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; AltName: Full=Isocitric dehydrogenase subunit beta; AltName: Full=NAD(+)-specific ICDH subunit beta; Flags: Precursor"
"304","PIERAPG00000002765","PIERAPT00000006579",16.5141446677447,16.4925400661204,16.5141446677447,0.965826365243307,FALSE,-0.0396084363111839,"Eukaryotic translation initiation factor 3 subunit A","B4K250.1",0,"Drosophila grimshawi","Drosophila grimshawi","flies","RecName: Full=Eukaryotic translation initiation factor 3 subunit A; Short=eIF3a; AltName: Full=Eukaryotic translation initiation factor 3 subunit 10"
"305","PIERAPG00000002772","PIERAPT00000006596",18.2179095319556,17.5721678059165,18.2179095319556,0.0264526443929744,TRUE,-1.18385983107171,"Complex I-19kD","P51970.3",4.28e-36,"human","Gorilla gorilla gorilla;Pan troglodytes;Homo sapiens","primates","RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8; AltName: Full=Complex I-19kD; Short=CI-19kD; AltName: Full=Complex I-PGIV; Short=CI-PGIV; AltName: Full=NADH-ubiquinone oxidoreductase 19 kDa subunit"
"306","PIERAPG00000002779","PIERAPT00000006611",14.6094020568711,15.6994222406727,14.6094020568711,0.00178983368480754,TRUE,1.99837033696946,"Ecto-nucleotidase","Q9XZ43.1",3.12e-161,"Lutzomyia longipalpis","Lutzomyia longipalpis","flies","RecName: Full=Protein 5NUC; Includes: RecName: Full=UDP-sugar hydrolase; AltName: Full=UDP-sugar diphosphatase; AltName: Full=UDP-sugar pyrophosphatase; Includes: RecName: Full=5'-nucleotidase; Short=5'-NT; Flags: Precursor"
"307","PIERAPG00000002787","PIERAPT00000006629",23.3139684567504,22.4106324318677,23.3139684567504,0.0014907526145327,TRUE,-1.65611604561835,NA,NA,NA,NA,NA,NA,NA
"308","PIERAPG00000002801","PIERAPT00000006652",17.3841430982342,18.0228091264606,17.3841430982342,0.0990994786832101,FALSE,1.1708877184151,"glutamate dehydrogenase, mitochondrial-like","P54385.2",1.47e-119,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Glutamate dehydrogenase, mitochondrial; Short=GDH; Flags: Precursor"
"309","PIERAPG00000002808","PIERAPT00000006668",18.9181736842653,19.7093246311801,18.9181736842653,0.00569028953740586,TRUE,1.45044340267726,NA,NA,NA,NA,NA,NA,NA
"310","PIERAPG00000002831","PIERAPT00000006728",21.1148606463503,21.7964929862814,21.1148606463503,0.066846030498783,FALSE,1.24965928987367,"Adenine nucleotide translocase","Q26365.4",0,"fruit fly","Drosophila melanogaster","flies","RecName: Full=ADP,ATP carrier protein; AltName: Full=ADP/ATP translocase; AltName: Full=Adenine nucleotide translocator; Short=ANT; AltName: Full=Stress-sensitive protein B"
"311","PIERAPG00000002832","PIERAPT00000006729",14.3619578630603,14.1687466253037,14.3619578630603,0.601507990098644,FALSE,-0.354220602553648,"U6 snRNA-associated Sm-like protein LSm5","Q9Y4Y9.3",6.3e-46,"human","Pongo abelii;Homo sapiens;Bos taurus;Mus musculus","even-toed ungulates;primates;rodents","RecName: Full=U6 snRNA-associated Sm-like protein LSm5"
"312","PIERAPG00000002835","PIERAPT00000006735",14.2233080297805,14.4161392718191,14.2233080297805,0.62712395447226,FALSE,0.353523943737528,"Carboxypeptidase D","P42787.2",0,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Carboxypeptidase D; AltName: Full=Metallocarboxypeptidase D; AltName: Full=Protein silver; Flags: Precursor"
"313","PIERAPG00000002847","PIERAPT00000006768",16.1194998313258,14.9589950247774,16.1194998313258,0.00250717103132416,TRUE,-2.1275921453388,"Peptidase S1 domain-containing protein","P35038.2",5.69e-19,"African malaria mosquito","Anopheles gambiae","mosquitos","RecName: Full=Trypsin-4; Flags: Precursor"
"314","PIERAPG00000002852","PIERAPT00000006779",22.863051369815,22.7838953907154,22.863051369815,0.924986635038411,FALSE,-0.145119295015846,"Spaetzle domain-containing protein",NA,NA,NA,NA,NA,NA
"315","PIERAPG00000002853","PIERAPT00000006780",17.9793709527623,19.2135184102367,17.9793709527623,0.000243692214738895,TRUE,2.26260367203631,NA,NA,NA,NA,NA,NA,NA
"316","PIERAPG00000002868","PIERAPT00000006822",13.5079136637787,13.3597483278593,13.5079136637787,0.692243008316778,FALSE,-0.271636449185582,"V-type proton ATPase subunit S1","Q7JR49.1",2.97e-41,"fruit fly","Drosophila melanogaster","flies","RecName: Full=V-type proton ATPase subunit S1; AltName: Full=Vacuolar H(+) ATPase AC45 accessory subunit; Flags: Precursor"
"317","PIERAPG00000002871","PIERAPT00000006825",13.3642382802177,13.627723325358,13.3642382802177,0.395823806071732,FALSE,0.483055916090679,"minor histocompatibility antigen H13","Q9D8V0.1",3.66e-153,"house mouse","Mus musculus","rodents","RecName: Full=Minor histocompatibility antigen H13; AltName: Full=Presenilin-like protein 3; AltName: Full=Signal peptide peptidase"
"318","PIERAPG00000002914","PIERAPT00000006932",14.0198668118604,14.1593718308463,14.0198668118604,0.69362008558614,FALSE,0.255759201474129,"Ubiquitin carboxyl-terminal hydrolase","Q6A4J8.1",0,"house mouse","Mus musculus","rodents","RecName: Full=Ubiquitin carboxyl-terminal hydrolase 7; AltName: Full=Deubiquitinating enzyme 7; AltName: Full=Herpesvirus-associated ubiquitin-specific protease; Short=mHAUSP; AltName: Full=Ubiquitin thioesterase 7; AltName: Full=Ubiquitin-specific-processing protease 7"
"319","PIERAPG00000002927","PIERAPT00000006971",20.2091933102621,20.8112743757618,20.2091933102621,0.0270366553776852,TRUE,1.10381528674955,"Heat shock protein cognate 5","P29845.2",0,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Heat shock 70 kDa protein cognate 5"
