qpid	cluster_GSZ	cluster_RM1sum	cluster_size	cluster_desccount	RM2	val_avg	jac_avg	desc	genename
PIERAPT00000018721	2802.45600793	18.3288519742	33	255	1.72922739162	0.0344146019939	0.000262469671593	Ecotropic viral integration site	
PIERAPT00000018721	469.184011514	1.13685769814	2	35	0.7819233678	0.00801841892917	5.80885877141e-08	Putative ypt/rab gtpase activating protein	
PIERAPT00000018721	458.934178224	1.75323963601	3	87	0.774662384556	0.00205417123677	1.25552228236e-07	TBC1 domain family member	
PIERAPT00000018721	335.426206908	23.004887323	41	28026	0.771699227222	0.0896727747879	0.000108691059135	Rab-GAP TBC domain-containing protein (Fragment)	
PIERAPT00000018721	190.467281299	0.562547136899	1	52	0.668139319519	0.00368378583405	2.53835601111e-08	Protein with signal anchor (Fragment)	
PIERAPT00000015709	1591.69981388	3.11763672168	5	108	1.28950661173	0.118494156927	0.00123915056147	piRNA biogenesis protein EXD1	
PIERAPT00000015709	364.014714456	5.50767601244	9	6444	0.815857406316	0.151417782751	4.7837834944e-06	Exonuclease 3'-5' domain-containing protein 1	
PIERAPT00000011104	3537.7209865	5.07147125292	9	17	2.03184882111	0.0504635121558	0.000738253191767	Exosomal 3'-5' exoribonuclease complex subunit ski4	
PIERAPT00000011104	1998.08720988	25.6384382331	45	1362	1.43982883304	0.0954346942698	0.000678056283411	exosome complex component CSL4	
PIERAPT00000011936	2643.93672532	2.04499281416	4	11	1.66670567711	0.0360880696443	0.000215503499834	Putative exosomal 3'-5' exoribonuclease complex subunit ski4 csl4 (Fragment)	
PIERAPT00000011936	1470.83360127	12.3150763291	24	1289	1.24477279762	0.125346002346	0.000298793316673	exosome complex component CSL4	
PIERAPT00000011936	686.522946633	0.506290883829	1	2	0.864609178653	0.0	0.0	BMA-EXOS-1	
PIERAPT00000001941	5.46328367919e-14	0.551091630415	1	35	0.603235727798	0.0249726536863	1.10671966012e-05	Exosome complex exonuclease RRP46	
PIERAPT00000029454	1857.37766607	20.5705557491	36	1476	1.36049766594	0.0519616970888	0.000345002551539	Exosome complex exonuclease rrp42 (ribosomal RNA processing protein 42)	
PIERAPT00000029454	652.417747075	0.594739873472	1	9	0.859517767115	0.0161276693468	0.000150176544102	Putative exosomal 3'-5' exoribonuclease complex subunit rrp42	
PIERAPT00000029454	166.998091416	0.569627647895	1	140	0.65990603424	0.00586119975713	1.80901227072e-05	Hipothetical protein	
PIERAPT00000029618	3959.32191626	53.2082780176	100	952	2.25661390495	0.156248845989	0.00366250366533	Exosome complex component RRP45	
PIERAPT00000030667	4459.62085589	26.7676999723	46	272	2.38024658544	0.0120721537249	8.0415247543e-08	Exostosin-2	
PIERAPT00000030667	1993.99581395	2.81059605475	5	15	1.41810837115	0.0575342378739	0.000844975034044	Exostoses (Multiple) 2	
PIERAPT00000030667	1372.87104168	3.46162262818	6	48	1.17419415429	0.0661233495102	1.81189884508e-05	Putative glycosyl transferase family 64 domain protein rhodnius neglectus	
PIERAPT00000030667	500.736844761	0.576287642591	1	5	0.809807120392	0.0368158096762	1.67952704059e-07	Putative acetylglucosaminyltransferase ext2/exostosin 2	
PIERAPT00000030667	141.714345592	0.555509373383	1	116	0.649057581721	0.00447517504601	3.55025248348e-08	Exostosin glycosyltransferase 2	
PIERAPT00000023887	8.43907830739e-12	0.522854420752	1	435	0.59	0.0	0.0	trichohyalin-like	
PIERAPT00000032841	1335.45567223	1.5705409565	3	8	1.13063901195	0.0121825322555	4.79869704515e-08	trypsin-1 isoform X2	
PIERAPT00000032841	991.159818093	1.72892247674	3	22	1.00001319241	0.025449408661	0.00305392903933	Oviductin	
PIERAPT00000032841	374.019702898	4.80865872346	9	1195	0.745955067631	0.0119757717002	1.37354867074e-06	Transmembrane protease serine 6	
PIERAPT00000032841	382.632416143	1.5782000575	3	123	0.743987179029	0.00176262157492	1.1568638419e-06	Coagulation factor XI	
PIERAPT00000032841	309.942733329	23.5774402025	45	41813	0.742009327246	0.0528907426718	7.01493359677e-06	Ovochymase-2	
PIERAPT00000032841	254.025167549	2.0547160364	4	473	0.712630146763	0.039659070316	3.86237816598e-05	Serine proteinase stubble	
PIERAPT00000032841	243.510704987	1.53425970384	3	287	0.689042284236	0.00309048692781	2.20846901693e-06	Plasma kallikrein	
PIERAPT00000032841	219.096504214	1.14947731862	2	199	0.678797953389	0.00218698846436	1.23908694865e-05	Enteropeptidase	
PIERAPT00000032841	108.487086216	0.536810354339	1	177	0.637525058997	0.00779242385082	1.1993491644e-05	Proclotting enzyme	
PIERAPT00000032841	100.502464281	0.548099217397	1	215	0.630648580984	0.000844519092695	7.63495669852e-09	Trypsin domain containing protein	
PIERAPT00000015095	2193.00362509	0.527994697973	1	16	1.46720145004	0.0	0.0	gem-associated protein 8-like	
PIERAPT00000015095	802.610257642	0.513540359334	1	113	1.43828946783	0.994802494802	2.12637332165e-06	Gem-associated protein 8	
PIERAPT00000025795	1221.63733019	0.551960927336	1	5	1.09489160288	0.0306347344744	1.30767898891e-05	chymotrypsinogen A-like isoform X2	
PIERAPT00000025795	1219.15362286	0.550838737956	1	5	1.07996635196	0.0043488712603	5.23704095578e-08	plasma kallikrein-like isoform X1	
PIERAPT00000025795	1125.82385623	0.508670455145	1	3	1.05925335368	0.0356772559618	0.000743276165871	glandular kallikrein-3, submandibular-like	
PIERAPT00000025795	70.7901348226	2.14561408209	4	44942	0.641021140883	0.0428397813665	1.41504941778e-07	Transmembrane serine protease 9	
PIERAPT00000025795	70.2573946006	2.03657613345	4	41108	0.627535188005	0.0177966498909	2.86106818018e-07	Peptidase S1 domain-containing protein (Fragment)	
PIERAPT00000022507	508.787725776	58.6316908406	100	57723	0.85216050176	0.110651444366	7.29678705559e-06	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	
PIERAPT00000011567	1588.03187068	63.6257127516	99	5870	1.22987755319	0.00880151766992	2.76924820403e-08	6-phosphofructo-2-kinase/fructose-2, 6-bisphosphatase	
PIERAPT00000031244	2276.27700064	13.9449424399	25	277	1.54217924028	0.0784719223547	0.00391605887293	Tubulointerstitial nephritis antigen	
PIERAPT00000031244	971.214879564	16.8556597119	30	2223	1.04842093908	0.131886418693	0.00175926747923	SMB domain-containing protein (Fragment)	
PIERAPT00000031244	431.828157132	4.93279751681	9	963	0.787504636329	0.0467420452453	4.47481468319e-06	Cathepsin B	
PIERAPT00000031244	42.3826090651	0.54586468126	1	1223	0.610855675825	0.0073634484565	2.25853157136e-07	Papain family cysteine protease	
PIERAPT00000021987	1604.95636931	55.269762069	99	5725	1.23198254772	0.0	0.0	6-phosphofructo-2-kinase	
PIERAPT00000008285	2684.90320497	2.39505741083	4	5	1.7255605377	0.116224515701	1.31197296821e-05	Phosphatidylethanolamine binding protein isoform 2	
PIERAPT00000008285	2637.2259146	2.35252709414	4	6	1.68540707377	0.0764463885851	6.0988036534e-06	Phosphatidylethanolamine-binding protein transcript variant X1	
PIERAPT00000008285	2038.26991371	1.81823103401	3	4	1.41627028357	0.0206836171431	4.99381346924e-08	Putative phosphatidylethanolamine-binding protein isoform 1	
PIERAPT00000008285	963.265658068	3.96575398039	7	213	0.975306263227	0.0	0.0	Putative phosphatidylethanolamine-binding protein (Fragment)	
PIERAPT00000008285	685.684212105	0.611662921694	1	5	0.867656823247	0.00638327995625	1.389484948e-09	Phosphatidylethanolamine-binding protein like protein F40A3.3 (Fragment)	
PIERAPT00000008285	462.389681718	1.77892443768	3	186	0.819553788571	0.08414700828	7.47877789375e-08	Phosphatidylethanolamine-binding protein 1	
PIERAPT00000008285	406.942958241	5.38091661888	9	2197	0.752777183296	0.0	0.0	Phosphatidylethanolamine-binding protein	
PIERAPT00000008285	380.953395379	1.21582159983	2	128	0.750226618953	0.014802374629	1.12392083923e-07	OV-16 antigen	
PIERAPT00000011221	4628.8951673	3.32000744447	6	19	2.44155806692	0.0	0.0	Phosphatidylethanolamine-binding-like protein	
PIERAPT00000011221	1535.73778259	1.10148610748	2	19	1.31236713762	0.203909476991	8.8772277254e-08	Phosphatidylethanolamine-binding protein like protein F40A3.3	
PIERAPT00000011221	712.865659988	1.71192457178	3	213	0.875146263995	0.0	0.0	Putative phosphatidylethanolamine-binding protein (Fragment)	
PIERAPT00000014921	1837.58324062	1.75161030647	3	5	1.33736442325	0.0232662130884	1.70328399856e-06	Phosphatidylethanolamine binding protein isoform 2	
PIERAPT00000014921	1472.6874004	2.34898612424	4	28	1.17907496016	0.0	0.0	Phosphatidylethanolamine-binding protein homolog F40A3.3	
PIERAPT00000014921	1308.73010677	5.7574766667	10	213	1.11349204271	0.0	0.0	Putative phosphatidylethanolamine-binding protein (Fragment)	
PIERAPT00000014921	1217.61956721	1.16065269932	2	3	1.10069952697	0.0446257424247	2.82992479908e-06	Phosphatidylethanolamine-binding protein transcript variant X2	
PIERAPT00000014921	1208.76499761	1.15221240598	2	3	1.07899352136	0.0103538143395	3.58597496472e-08	phosphatidylethanolamine-binding protein homolog F40A3.3-like isoform X4	
PIERAPT00000014921	688.537916549	9.93659385197	17	2292	0.86541516662	0.0	0.0	Phosphatidylethanolamine-binding protein (Fragment)	
PIERAPT00000014921	353.165401093	1.20442630993	2	128	0.745450287169	0.0267624955991	2.032033864e-07	OV-16 antigen	
PIERAPT00000022587	2531.64807635	2.38856506256	4	6	1.65035282794	0.0899877955298	3.28862278671e-06	Phosphatidylethanolamine-binding protein transcript variant X1	
PIERAPT00000022587	2020.86740176	1.90665285355	3	5	1.42970459083	0.0591652041477	3.59626591608e-06	Phosphatidylethanolamine binding protein isoform 2	
PIERAPT00000022587	1633.09298335	7.11108418253	12	213	1.24323719334	0.0	0.0	Putative phosphatidylethanolamine-binding protein (Fragment)	
PIERAPT00000022587	1525.77234291	1.82089019891	3	16	1.22811758317	0.0524691358025	2.01612461748e-07	Phosphatidylethanolamine-binding protein homolog F40A3.3	
PIERAPT00000022587	706.457824569	2.38466830849	4	128	0.891969781489	0.0365785670796	5.55470522004e-07	OV-16 antigen	
PIERAPT00000022587	675.948822061	1.21004191708	2	36	0.860379528824	0.0	0.0	Phosphatidylethanolamine-binding F40A3.3	
PIERAPT00000022587	292.630503156	1.1907465648	2	186	0.744885925447	0.0713843836573	4.22964493028e-08	Phosphatidylethanolamine-binding protein 1	
PIERAPT00000022587	255.965435211	3.56761834464	6	2182	0.692386174084	0.0	0.0	Phosphatidylethanolamine-binding protein	
PIERAPT00000025589	3635.43088706	27.7535293928	44	387	2.11328370217	0.130281538888	0.00310658660968	Vesicle transport protein GOT1B	
PIERAPT00000025589	2994.46093132	7.44075576215	12	41	1.85898089312	0.134332880783	4.68878193312e-06	Putative vesicle-mediated transport	
PIERAPT00000027848	3717.07031736	2.64729196304	5	17	2.09903488164	0.0418970262789	6.65385860123e-05	Putative nebulin repeat protein (Fragment)	
PIERAPT00000027848	164.867871191	5.79829979953	11	41433	0.66258201822	0.0125179135259	1.8778728943e-05	LIM and SH3 domain protein Lasp	
PIERAPT00000032123	1.02408848949e-09	0.579996104152	1	4792	0.592673275359	0.00504390997993	1.53438738345e-07	Glycosyltransferase family 92 protein	
PIERAPT00000026606	65.22004079	1.52753194253	3	105520	0.620677881329	0.00866011893536	9.88561411046e-08	Reverse transcriptase domain-containing protein (Fragment)	
PIERAPT00000029596	8.51685730616e-12	0.53457042719	1	437	0.655825057624	0.124198203977	4.75805966344e-07	Putative endonuclease-reverse transcriptase (Fragment)	
PIERAPT00000031103	878.418927423	2.23662430196	4	164	0.952030306049	0.0201181803799	4.97394032567e-06	Alpha/Beta hydrolase fold,Peptidase S28	
PIERAPT00000031103	695.225643251	0.535352290946	1	15	0.87494392721	0.0129289885878	6.52979221605e-05	Putative prolylcarboxypeptidase	
PIERAPT00000031103	156.909555023	6.70870993516	12	46212	0.66926023877	0.0311253034983	2.95335577796e-07	Thymus-specific serine protease	
PIERAPT00000031103	9.21535372723	0.567486036403	1	93757	0.608476420246	0.027906184865	3.88497250703e-08	Peptidase	
PIERAPT00000005229	2105.86907624	1.77264778589	3	77	1.47872896689	0.0875116425334	8.29267081538e-06	Factor VIII intron 22 protein	
PIERAPT00000023390	4.56685926495e-14	0.502587233713	1	32	0.766391569856	0.332740846072	0.00194607190736	probable threonine protease PRSS50	
PIERAPT00000024375	2.37663929291e-13	0.483783330596	1	73	0.59	0.0	0.0	chymotrypsin-like	
PIERAPT00000016697	380.871440984	0.559718212861	1	333	0.807230183165	0.12241787333	6.69530676723e-06	coagulation factor VII	
PIERAPT00000016697	304.671390068	0.533620364242	1	473	0.713985586644	0.00399435776075	1.05016432157e-06	Serine proteinase stubble	
PIERAPT00000016697	105.908483433	0.610808782631	1	5128	0.637864075524	0.0103786450603	1.34317331256e-08	Serine protease (Fragment)	
PIERAPT00000005856	2333.15460429	32.3760054705	61	1068	1.59581224969	0.136885226595	6.18938662333e-05	Fatty-acid amide hydrolase	
PIERAPT00000005856	357.452342221	0.525778629444	1	12	0.735587952727	0.0049188966221	3.14445596056e-08	Putative lipid particle	
PIERAPT00000005856	151.438688769	17.7132956433	33	75702	0.681505249385	0.0583577909177	7.23457277667e-06	Amidase	
PIERAPT00000010081	1494.5504207	19.5858733575	35	1136	1.23409606796	0.0873122409405	2.05988997783e-05	Fatty-acid amide hydrolase	
PIERAPT00000010081	1391.08806817	1.71038262651	3	4	1.15185243372	0.0102211423347	5.0532036228e-08	Amidotransferase subunit A (Fragment)	
PIERAPT00000010081	183.130505167	19.6065335027	36	75702	0.706149475295	0.0809378383195	1.09459688555e-05	Amidase	
PIERAPT00000023888	1481.7215301	1.10694682537	2	136	1.1894916231	0.0128358625434	1.95389880619e-07	Fatty-acid amide hydrolase 2 (Fragment)	
PIERAPT00000026377	1952.44256638	26.8550959633	50	1308	1.40787840103	0.0696243065093	2.46016302629e-05	Fatty-acid amide hydrolase	
PIERAPT00000026377	124.811497574	13.3447533564	25	78828	0.652300881956	0.0233513944625	2.19307222737e-06	Amidase domain-containing protein (Fragment)	
PIERAPT00000029273	2488.92180436	25.9746203791	47	603	1.63916495068	0.101123593586	3.62168267082e-05	fatty-acid amide hydrolase 2-B	
PIERAPT00000029273	409.734441953	0.5506579497	1	3	0.756854623363	0.00558650251609	1.23948803198e-08	Glutamyl-tRNA amidotransferase subunit A, putative	
PIERAPT00000029273	192.437531802	22.5210657377	41	75702	0.699909515609	0.0621402103183	9.57098601796e-06	Amidase	
PIERAPT00000000581	1446.41688702	1.03401923764	2	96	1.22153422744	0.0999386126458	3.96362885916e-07	zinc finger protein 58-like	
PIERAPT00000000581	27.3355590732	0.512384847325	1	65853	0.600934223629	0.0	0.0	C2H2-type domain-containing protein	
PIERAPT00000007699	3345.98064149	5.7325265891	9	18	1.96389146013	0.0669784621843	3.09289291001e-05	Cellular retinoic acid binding protein (Fragment)	
PIERAPT00000007699	2371.70814297	3.02864016235	5	10	1.56023799007	0.0406692755127	8.43126258181e-07	sodium/calcium exchanger regulatory protein 1	
PIERAPT00000007699	2280.34931626	5.96778081485	11	42	1.50922771325	0.0133730888555	1.24825858899e-05	myelin P2 protein isoform X2	
PIERAPT00000007699	1130.60444179	18.1596821434	32	1582	1.07695428359	0.0654950164177	7.40852977036e-06	Fatty acid-binding protein, muscle	
PIERAPT00000007699	440.110189753	7.65295258172	13	1854	0.780407131824	0.0270947001705	0.000143241603179	FABP domain-containing protein (Fragment)	
PIERAPT00000007699	316.551856006	1.26547391248	2	98	0.725013435962	0.0158351685729	2.71080519951e-06	Allergen	
PIERAPT00000013161	1524.53070328	2.88146659836	5	269	1.30609695967	0.200537018041	2.93978823457e-06	Fatty acid-binding protein, muscle	
PIERAPT00000013161	1552.34722785	0.565704669832	1	5	1.27144453343	0.114161588125	2.94279665742e-08	Lipocalin/fatty-acid binding family protein	
PIERAPT00000014118	3939.41788707	8.4731218015	15	101	2.22657994729	0.114741052797	1.72403094986e-06	Nmda receptor glutamate-binding chain	
PIERAPT00000014118	859.963230359	0.582010617561	1	4	0.950725720194	0.0315817670605	0.000104575415842	Glutamate receptor Gr2	
PIERAPT00000014118	737.524661326	0.611326820878	1	15	0.895339056482	0.0194890413889	7.73864258594e-10	Bax1-I domain containing protein	
PIERAPT00000014118	531.110677912	1.13098273216	2	99	0.824748326117	0.0420826853367	1.15861650391e-05	Fas apoptotic inhibitory molecule 2	
PIERAPT00000026851	1.00346040163e-14	0.604590261441	1	15	1.11715047796	0.994450610433	0.00458272170706	actin-associated protein FAM107A	
PIERAPT00000006427	1750.80106009	0.984658971995	2	29	1.29404341622	0.00701994179024	0.000121151919693	Putative beta-catenin-tcf/lef signaling pathway component drctnnb1a	
PIERAPT00000006427	1479.08555792	2.14039665318	4	192	1.18741565507	0.0109047057438	9.68929447714e-05	Hyccin	
PIERAPT00000000269	418.892052183	4.17238023447	7	5949	0.833269595108	0.142848998022	0.000140264130475	DUF676 domain-containing protein	
PIERAPT00000002048	2279.54250804	1.00925916136	2	4	1.50612409994	0.00812542915999	3.09634518061e-05	cotranscriptional regulator FAM172A homolog isoform X2	
PIERAPT00000002048	727.402119689	1.62948969302	3	256	0.896160262143	0.0286686503395	0.000251479388944	Arb2 domain-containing protein (Fragment)	
PIERAPT00000002048	71.2664902315	3.04019328152	6	92680	0.782503519978	0.309427532362	1.65866935359e-05	AB hydrolase-1 domain-containing protein	
PIERAPT00000000548	3870.70017158	1.80947455951	3	11	2.25133663467	0.213308849656	0.000143786195269	BRISC complex subunit FAM175B-like	
PIERAPT00000000548	2504.98695631	1.86831969948	3	28	1.67786336934	0.162008543351	0.000202941746348	BRCA1-A complex subunit Abraxas	
PIERAPT00000027167	2605.05455702	1.03981505483	2	44	1.68457610376	0.0991555578617	9.17642338487e-05	TOG array regulator of axonemal microtubules protein 1	
PIERAPT00000000663	6.42214669911e-15	0.588462817012	1	12	0.766302283566	0.332645480809	8.93687186491e-06	Carbon catabolite repressor	
PIERAPT00000001181	3180.29429334	4.48146021371	8	118	1.92361263087	0.116025336697	7.42543647318e-05	MAPK regulated corepressor interacting protein 2	
PIERAPT00000022774	3850.98913829	16.1287771133	30	238	2.19416304637	0.120046538759	0.00713627563452	Glycosaminoglycan xylosylkinase	
PIERAPT00000022774	914.12686839	2.74112594187	5	122	0.957222594808	0.00296539956004	9.28428165324e-06	Fam20C domain-containing protein (Fragment)	
PIERAPT00000022774	24.7156683107	0.501613364833	1	5572	0.60101002469	0.00212029632066	1.57669811244e-08	Putative secreted protein (Fragment)	
PIERAPT00000003350	5420.02671692	18.1530245256	31	85	2.80216521066	0.083171415784	0.0036836763806	extracellular serine/threonine protein CG31145	
PIERAPT00000003350	2040.3632251	5.59607593336	10	57	1.42275397243	0.0313356150201	4.03215509112e-05	Dentin matrix protein 4	
PIERAPT00000003350	1692.30772335	10.0078837192	17	265	1.28390686402	0.0320405078327	0.000115276366783	Extracellular serine/threonine protein kinase Fam20C	
PIERAPT00000001464	3265.76781662	5.0706856519	9	126	1.97807652808	0.154281807254	2.17932561346e-06	Prostamide/prostaglandin F synthase	
PIERAPT00000031804	9.87241433358e-10	0.565800802533	1	4705	0.594409823466	0.00832036316473	1.54941585935e-06	PID domain-containing protein	
PIERAPT00000033825	2279.05279552	1.87583899338	3	65	1.60038610025	0.186341923747	0.000188122931546	CYFIP-related Rac1 interactor B	
PIERAPT00000033825	496.187961556	0.622473079442	1	151	0.788843481706	0.00069488438051	4.18101311979e-07	DUF1394 domain-containing protein (Fragment)	
PIERAPT00000005724	198.651198998	1.73339453011	3	11380	0.698325607615	0.054462013434	1.30447936369e-05	TLC domain-containing protein (Fragment)	
PIERAPT00000011599	347.588042134	7.10693286041	14	17137	1.05153919431	0.608490697242	0.000195395884247	RDD domain-containing protein (Fragment)	
PIERAPT00000002052	1.20079827671e-09	0.498818648459	1	5189	0.612034556168	0.0415746263162	2.1101621815e-07	Fanconi-associated nuclease	
PIERAPT00000009903	4.45982415617e-15	0.52836074422	1	3	0.642933948488	0.0998747651845	1.61470268287e-05	Fanconi anemia complementation group L	
PIERAPT00000004115	465.108439819	7.33081507595	14	9632	0.792384612574	0.0308324909244	8.22823013193e-07	Fatty acyl-CoA reductase	
PIERAPT00000024980	230.206943025	1.50348048171	3	8473	0.687509837412	0.01023947389	6.95199403967e-06	Fatty acyl-CoA reductase	
PIERAPT00000002791	4638.77250941	28.3870424356	49	247	2.47681224698	0.0590626345762	2.34449704438e-06	fasciclin-1	
PIERAPT00000002791	1808.40178155	2.22670858195	4	6	1.42616818546	0.212843805618	1.27932792908e-05	fasciclin-1 isoform X11	
PIERAPT00000002791	1355.97372838	1.66962870902	3	7	1.20184331819	0.131044741363	5.69570943985e-06	fasciclin-1 isoform X10	
PIERAPT00000002791	453.710739865	0.558661898979	1	5	0.805140640676	0.063502456985	2.12637697645e-06	fasciclin-1 isoform X12	
PIERAPT00000002791	455.068711604	0.560333985222	1	8	0.791257971416	0.036283893442	1.16252550499e-06	fasciclin-1 isoform X9	
PIERAPT00000018108	4.45982415617e-15	0.52151837047	1	3	0.596967581147	0.0131463789879	1.41578485388e-08	Fatty acid synthase 1 (Fragment)	
PIERAPT00000026951	961.204926545	4.86583887048	9	1454	1.02795812094	0.100898329921	1.77298791578e-06	Fatty acid synthase	
PIERAPT00000007304	861.097112333	1.73095203656	3	605	0.952876615472	0.0347882388419	1.97651108781e-07	Fatty acid synthase (Fragment)	
PIERAPT00000009459	6.85312670849e-12	0.534333285008	1	392	0.594200825658	0.00792608573305	1.09898530923e-08	Fatty acid synthase (Fragment)	
PIERAPT00000020327	1651.29460342	0.559219598491	1	5	1.25051784137	0.0	0.0	Beta-ketoacyl synthase, putative	
PIERAPT00000020327	512.034817661	2.36492636547	4	1860	0.818194927996	0.0441150852898	2.86394031621e-07	Fatty acid synthase	
PIERAPT00000025188	377.918034762	40.6783174138	77	65469	0.963593505131	0.419671800967	1.18356830341e-05	3-oxoacyl-[acyl-carrier-protein] reductase	
PIERAPT00000025188	805.74872958	1.07154869453	2	6	0.920676308428	0.0158053137439	1.56084205962e-08	Acyl transferase/acyl hydrolase/lysophospholipase,Ketoacyl-synthetase, C	
PIERAPT00000025188	342.50025635	6.22421299923	11	1867	0.747863290373	0.0393644761182	7.7453167531e-07	Fatty acid synthase S-acetyl transferase	
PIERAPT00000025188	19.492713242	1.6107583172	3	38018	0.603023789507	0.00986170474943	3.46410033244e-08	Carrier domain-containing protein (Fragment)	
PIERAPT00000025587	1318.15476743	0.503387888439	1	5	1.11726190697	0.0	0.0	Beta-ketoacyl synthase, putative	
PIERAPT00000025587	1216.82088467	3.67076206099	7	624	1.1032014795	0.0499492675142	6.92581400306e-07	Fatty acid synthase (Fragment)	
PIERAPT00000016340	1707.97302586	2.23752784154	4	136	1.37362265882	0.189494569758	6.63254564462e-05	FAST kinase domain-containing protein 5	
PIERAPT00000016340	176.306506886	1.12949574803	2	3252	0.699522820906	0.073585004177	8.29687723275e-06	RAP domain-containing protein	
PIERAPT00000028464	559.449514841	4.22287621224	9	4305	1.1316444864	0.599711760184	0.000872378510046	MATH domain-containing protein (Fragment)	
PIERAPT00000023782	4.45982415617e-15	0.566731524675	1	8	0.766152693485	0.332363213038	9.52874632718e-06	Putative tetratricopeptide repeat protein 37	
PIERAPT00000029544	6.37569514039e-09	0.602717049265	1	11957	0.590000000003	0.0	0.0	EGF-like domain-containing protein	
PIERAPT00000016618	7.97592146889e-10	0.536966419991	1	4229	0.678273488029	0.166553541935	5.5401504153e-06	Cadherin domain-containing protein	
PIERAPT00000010528	994.804981168	0.630674111285	1	9	0.987921992467	0.0	0.0	Putative f-box/lrr protein (Fragment)	
PIERAPT00000010528	610.940359342	2.35915474595	4	371	0.934639766513	0.189176635555	2.96614129099e-07	F-box/LRR-repeat protein 4	
PIERAPT00000010528	195.164197007	0.611185397683	1	244	0.705375393794	0.070395688182	1.27605307441e-08	F-box/LRR-repeat protein 2	
PIERAPT00000010528	148.591331544	0.485865986804	1	266	0.691402723094	0.0791814556768	9.48405846001e-07	F-box/LRR-repeat protein 14	
PIERAPT00000010528	86.7189958684	5.98062311772	10	118119	0.624687598347	0.0	0.0	F-box/LRR-repeat protein fbxl-1-like	
PIERAPT00000016519	6.37569514039e-09	0.586836513328	1	11957	0.590000000003	0.0	0.0	EGF-like domain-containing protein	
PIERAPT00000023599	2016.34270789	0.655412596616	1	2	1.42463808085	0.0530207446965	1.50007271455e-07	F-box/leucine rich repeat protein (Fragment)	
PIERAPT00000023599	909.101360179	0.598349612576	1	41	0.987357242146	0.063613156891	8.62460977085e-05	Putative scf ubiquitin ligase skp2 component (Fragment)	
PIERAPT00000023599	744.286097906	0.597524639459	1	61	0.887714439162	0.0	0.0	F-box/LRR-repeat protein 7-like	
PIERAPT00000023599	411.949472525	0.661441648229	1	244	0.757753521543	0.00561081606237	1.01706500373e-09	F-box/LRR-repeat protein 2	
PIERAPT00000017143	1025.0116945	0.545321096209	1	29	1.0000046778	0.0	0.0	Putative RNA-binding protein EEED8.10	
PIERAPT00000017143	80.1241115947	2.1577912192	4	74254	0.92479069999	0.571208757391	2.06967193518e-05	RRM domain-containing protein	
PIERAPT00000022204	2379.07528618	21.1186610808	35	393	1.64763654083	0.200007583538	0.00012035406805	F-box/LRR-repeat protein 20	
PIERAPT00000022204	1424.79358205	7.07565485032	12	123	1.18674250374	0.0506132296313	2.96086133123e-06	F-box/LRR-repeat protein 2 isoform X2	
PIERAPT00000022204	331.567353886	0.612153045768	1	17	0.722626941554	0.0	0.0	F-box/LRR-repeat protein, putative	
PIERAPT00000022204	234.334022409	1.19180574218	2	129	0.684436079336	0.00132541567294	3.29035798513e-09	F-box and leucine-rich repeat protein 2/20	
PIERAPT00000022204	119.516761546	19.2820925994	32	129349	0.637806704618	0.0	0.0	F-box domain-containing protein (Fragment)	
PIERAPT00000024381	1050.99960102	1.04123901054	2	98	1.14285041003	0.249906723379	3.11622849705e-07	F-box/LRR-repeat protein 6	
PIERAPT00000024381	49.1058048884	1.69009111098	3	118065	0.609642321955	0.0	0.0	F-box domain-containing protein	
PIERAPT00000002219	1769.52736373	1.11743869044	2	15	1.38527873046	0.165033547665	2.35465153853e-07	S-phase kinase-associated protein 2-like isoform X1	
PIERAPT00000002219	1086.68213968	0.560303605438	1	2	1.08263651535	0.109365389992	1.38964773788e-07	Putative F-box and leucine-rich repeat protein 7	
PIERAPT00000002219	361.914528944	0.550413693698	1	87	0.786076709357	0.096812971764	1.13723683501e-06	F-box/LRR-repeat protein 13	
PIERAPT00000002219	231.460188178	0.589521569003	1	244	0.753986647747	0.134721833939	2.442084378e-08	F-box/LRR-repeat protein 2	
PIERAPT00000002219	69.8770909955	4.09103254352	7	128667	0.617950836398	0.0	0.0	F-box domain-containing protein (Fragment)	
PIERAPT00000020346	1513.77233564	1.29453979159	2	21	1.20946929772	0.0263403070109	3.75837476538e-08	F-box/LRR-repeat protein 7-like isoform X1	
PIERAPT00000020346	1255.828856	3.49182970087	6	222	1.15004214942	0.108887902482	9.35381381199e-07	F-box/LRR-repeat protein 7	
PIERAPT00000020346	59.8476259167	4.01101826518	7	128606	0.613939050367	0.0	0.0	F-box domain-containing protein (Fragment)	
PIERAPT00000002147	2989.70131576	21.7428099593	43	326	1.85249306874	0.125679235983	0.000127368257991	F-box only protein 28	FBXO28
PIERAPT00000002147	192.431819004	26.6603446622	54	118065	0.666972727602	0.0	0.0	F-box domain-containing protein	FBXO28
PIERAPT00000019954	3775.66976856	21.7179938535	38	286	2.19696511988	0.182437483014	0.000267323101027	F-box only protein 28	
PIERAPT00000019954	82.8457235963	0.534714204541	1	360	0.627179313298	0.00762457330887	2.96481595371e-10	F-box domain	
PIERAPT00000019954	64.8643765642	7.93439203085	14	128606	0.615945750626	0.0	0.0	F-box domain-containing protein (Fragment)	
